Rk,Player,Tm,Age,Pos,G,GS,Rec,Yds,Y/R,TD,Lng,Y/Tgt,R/G,Y/G,Fmb,Player-additional
36,Derrick Ramsey,OAK,25,TE,16,12,52,674,13,4,66,,3.3,42.1,2,RamsDe00
37,Ottis Anderson,STL,24,RB,16,16,51,387,7.6,0,27,,3.2,24.2,13,AndeOt00
38,Earl Cooper,SFO,24,FB,16,11,51,477,9.4,0,50,,3.2,29.8,3,CoopEa00
39,Johnny Perkins,NYG,28,WR,16,14,51,858,16.8,6,80,,3.2,53.6,2,PerkJo00
40,Randy McMillan,BAL,23,FB,16,16,50,466,9.3,1,31,,3.1,29.1,1,McMiRa00
41,Tony Nathan,MIA,25,RB,13,11,50,452,9,3,31,,3.8,34.8,2,NathTo00
42,Preston Dennard,RAM,26,WR,15,15,49,821,16.8,4,64,,3.3,54.7,1,DennPr00
43,Wilbert Montgomery,PHI,27,RB,15,15,49,521,10.6,2,35,,3.3,34.7,6,MontWi00
44,Terry Metcalf,WAS,30,RB,16,2,48,595,12.4,0,52,,3,37.2,6,MetcTe00
45,James Wilder,TAM,23,FB,16,16,48,507,10.6,1,38,,3,31.7,3,WildJa00
46,Wesley Walker,NYJ,26,WR,13,13,47,770,16.4,9,49,,3.6,59.2,0,WalkWe00
47,James Brooks,SDG,23,RB,14,2,46,329,7.2,3,29,,3.3,23.5,7,BrooJa00
48,Ray Butler,BAL,25,WR,16,16,46,832,18.1,9,67,,2.9,52,0,ButlRa00
49,Don Hasselbeck,NWE,26,TE,14,14,46,808,17.6,6,51,,3.3,57.7,2,HassDo00
50,Tony Hill,DAL,25,WR,16,9,46,953,20.7,4,63,,2.9,59.6,1,HillTo00
51,Pete Johnson*,CIN,27,FB,16,16,46,320,7,4,33,,2.9,20,4,JohnPe00
52,Sam McCullum,SEA,29,WR,16,14,46,567,12.3,3,36,,2.9,35.4,1,McCuSa00
53,Ron Springs,DAL,25,FB,16,13,46,359,7.8,2,32,,2.9,22.4,3,SpriRo00
54,Jimmie Giles*,TAM,27,TE,16,16,45,786,17.5,6,81,,2.8,49.1,0,GileJi00
55,Wendell Tyler,RAM,26,RB,15,15,45,436,9.7,5,67,,3,29.1,11,TyleWe00
56,Stanley Morgan,NWE,26,WR,13,13,44,1029,23.4,6,76,,3.4,79.2,2,MorgSt00
57,Sherman Smith,SEA,27,RB,16,8,44,406,9.2,1,28,,2.8,25.4,3,SmitSh00
58,Chuck Muncie*,SDG,28,RB,15,14,43,362,8.4,0,32,,2.9,24.1,9,MuncCh00
59,Rickey Young,MIN,28,RB,16,13,43,296,6.9,2,22,,2.7,18.5,4,YounRi00
60,Gary Shirk,NYG,31,TE,16,14,42,445,10.6,3,46,,2.6,27.8,1,ShirGa00
61,Cliff Branch,OAK,33,WR,16,15,41,635,15.5,1,53,,2.6,39.7,0,BranCl00
62,Bennie Cunningham,PIT,27,TE,15,15,41,574,14,3,30,,2.7,38.3,0,CunnBe00
63,Walter Payton,CHI,28,RB,16,16,41,379,9.2,2,30,,2.6,23.7,9,PaytWa00
64,Ken Burrough,HOU,33,WR,16,16,40,668,16.7,7,71,,2.5,41.8,1,BurrKe00
65,Joe Cribbs*,BUF,23,RB,15,15,40,603,15.1,7,65,,2.7,40.2,12,CribJo00
66,Jerome Barkum,NYJ,31,TE,16,16,39,495,12.7,7,40,,2.4,30.9,0,BarkJe00
67,Harold Jackson,NWE,35,WR,16,15,39,669,17.2,0,45,,2.4,41.8,1,JackHa00
68,John Jefferson,GNB,25,WR,13,13,39,632,16.2,4,41,,3,48.6,0,JeffJo00
69,Andy Johnson,NWE,29,RB,16,0,39,429,11,1,36,,2.4,26.8,1,JohnAn01
70,Ken Margerum,CHI,23,WR,16,7,39,584,15,1,41,,2.4,36.5,0,MargKe00
71,Mike Renfro,HOU,26,WR,12,12,39,451,11.6,1,43,,3.3,37.6,2,RenfMi00
72,Roger Carr,BAL,29,WR,15,15,38,584,15.4,3,43,,2.5,38.9,0,CarrRo00
73,Jack Holmes,NOR,28,FB,16,15,38,206,5.4,0,19,,2.4,12.9,0,HolmJa00
74,Henry Marshall,KAN,27,WR,12,12,38,620,16.3,4,64,,3.2,51.7,2,MarsHe00
75,Riley Odoms,DEN,31,TE,15,15,38,516,13.6,5,28,,2.5,34.4,1,OdomRi00
76,Drew Pearson,DAL,30,WR,16,15,38,614,16.2,3,42,,2.4,38.4,4,PearDr00
77,Charlie Smith,PHI,31,WR,16,14,38,564,14.8,4,45,,2.4,35.3,2,SmitCh00
78,Rob Carpenter,2TM,26,FB/RB,14,13,37,281,7.6,1,37,,2.6,20.1,3,CarpRo01
79,Isaac Curtis,CIN,31,WR,15,14,37,609,16.5,2,68,,2.5,40.6,1,CurtIs00
80,Curtis Dickey,BAL,25,RB,15,15,37,419,11.3,3,50,,2.5,27.9,8,DickCu00
81,Franco Harris,PIT,31,FB,16,16,37,250,6.8,1,26,,2.3,15.6,6,HarrFr00
82,Alfred Jackson,ATL,26,WR,16,0,37,604,16.3,6,49,,2.3,37.8,0,JackAl00
83,Steve Kreider,CIN,23,WR,16,1,37,520,14.1,5,46,,2.3,32.5,2,KreiSt00
84,Charle Young,SFO,30,TE,16,16,37,400,10.8,5,29,,2.3,25,0,YounCh00
85,Earl Campbell*,HOU,26,RB,16,16,36,156,4.3,0,17,,2.3,9.8,10,CampEa00
86,Billy Campfield,PHI,25,RB,16,0,36,326,9.1,3,29,,2.3,20.4,3,CampBi00
87,Don McCauley,BAL,32,RB,16,0,36,347,9.6,2,31,,2.3,21.7,0,McCaDo00
88,David Hughes,SEA,22,FB,16,2,35,263,7.5,2,22,,2.2,16.4,4,HughDa01
89,Brian Baschnagel,CHI,27,WR,16,14,34,554,16.3,3,72,,2.1,34.6,2,BascBr00
90,Tony Reed,DEN,26,RB,15,0,34,317,9.3,0,33,,2.3,21.1,1,ReedTo00
91,Lynn Swann,PIT,29,WR,13,12,34,505,14.9,5,44,,2.6,38.8,1,SwanLy00
92,Mark Brammer,BUF,23,TE,16,16,33,365,11.1,2,24,,2.1,22.8,3,BramMa00
93,Dave Casper,HOU,29,TE,16,11,33,572,17.3,8,52,,2.1,35.8,0,CaspDa00
94,Roy Green,STL,24,SS,16,2,33,708,21.5,4,60,,2.1,44.3,2,GreeRo01
95,David Hill,DET,27,TE,15,15,33,462,14,4,34,,2.2,30.8,1,HillDa01
96,Matt Suhey,CHI,23,FB,15,14,33,168,5.1,0,15,,2.2,11.2,3,SuheMa00
97,Tommy Vigorito,MIA,22,RB,16,1,33,237,7.2,2,31,,2.1,14.8,1,VigoTo00
98,Tony Dorsett*+,DAL,27,RB,16,16,32,325,10.2,2,73,,2,20.3,10,DorsTo00
99,Junior Miller*,ATL,24,TE,16,16,32,398,12.4,3,37,,2,24.9,0,MillJu00
100,Rick Upchurch,DEN,29,WR,13,10,32,550,17.2,3,63,,2.5,42.3,0,UpchRi00
101,Dave Logan,CLE,27,WR,14,14,31,497,16,4,40,,2.2,35.5,0,LogaDa00
102,Billy Waddy,RAM,27,WR,15,14,31,460,14.8,0,46,,2.1,30.7,2,WaddBi00
103,Wayne Wilson,NOR,24,RB,16,0,31,384,12.4,4,55,,1.9,24,1,WilsWa02
104,Wallace Francis,ATL,30,WR,16,16,30,441,14.7,4,36,,1.9,27.6,1,FranWa00
105,Leonard Thompson,DET,29,WR,16,16,30,550,18.3,3,94,,1.9,34.4,1,ThomLe01
106,Adger Armstrong,HOU,24,RB,16,2,29,278,9.6,1,48,,1.8,17.4,2,ArmsAd00
107,Theotis Brown,2TM,24,RB,14,10,29,328,11.3,0,51,,2.1,23.4,8,BrowTh00
108,Jimmy Cefalo,MIA,25,WR,16,6,29,631,21.8,3,69,,1.8,39.4,0,CefaJi00
109,Al Dixon,KAN,27,TE,16,13,29,356,12.3,2,48,,1.8,22.3,0,DixoAl00
110,Ricky Feacher,CLE,27,WR,16,7,29,654,22.6,3,48,,1.8,40.9,0,FeacRi00
111,Guido Merkens,NOR,26,WR,16,11,29,458,15.8,1,50,,1.8,28.6,1,MerkGu00
112,Jim Smith,PIT,26,WR,15,3,29,571,19.7,7,46,,1.9,38.1,1,SmitJi01
113,Don Warren,WAS,25,TE,16,16,29,335,11.6,1,32,,1.8,20.9,0,WarrDo00
114,Charles Alexander,CIN,24,RB,15,14,28,262,9.4,1,65,,1.9,17.5,0,AlexCh00
115,Leon Bright,NYG,26,RB,15,1,28,291,10.4,0,36,,1.9,19.4,3,BrigLe00
116,Derrick Jensen,OAK,25,FB,16,13,28,271,9.7,0,21,,1.8,16.9,0,JensDe00
117,Billy Sims*,DET,26,RB,14,14,28,451,16.1,2,81,,2,32.2,9,SimsBi00
118,Ricky Thompson,WAS,27,WR,16,5,28,423,15.1,4,57,,1.8,26.4,0,ThomRi00
119,Dan Doornink,SEA,25,FB,15,8,27,350,13,4,80,,1.8,23.3,3,DoorDa00
120,Mel Gray,STL,33,WR,12,12,27,310,11.5,2,41,,2.3,25.8,0,GrayMe01
121,Paul Hofer,SFO,29,RB,12,0,27,244,9,0,22,,2.3,20.3,1,HofePa00
122,Mike Holston,HOU,23,WR,16,4,27,427,15.8,2,50,,1.7,26.7,0,HolsMi00
123,Harlan Huckleby,GNB,24,RB,16,12,27,221,8.2,3,39,,1.7,13.8,3,HuckHa00
124,Kenny King,OAK,24,RB,14,14,27,216,8,0,30,,1.9,15.4,10,KingKe00
125,Ricky Patton,SFO,27,RB,16,15,27,195,7.2,1,31,,1.7,12.2,3,PattRi00
126,Reggie Rucker,CLE,34,WR,14,11,27,532,19.7,1,49,,1.9,38,0,RuckRe00
127,Rickey Watts,CHI,24,WR,12,9,27,465,17.2,3,42,,2.3,38.8,3,WattRi01
128,Charles White,CLE,23,RB,16,8,27,219,8.1,0,21,,1.7,13.7,8,WhitCh00
129,Bob Chandler,OAK,32,WR,11,7,26,458,17.6,4,45,,2.4,41.6,2,ChanBo00
130,Tony Collins,NWE,22,RB,16,11,26,232,8.9,0,22,,1.6,14.5,8,CollTo01
131,Scott Dierking,NYJ,26,RB,16,4,26,228,8.8,1,23,,1.6,14.3,2,DierSc00
132,Nat Moore,MIA,30,WR,13,11,26,452,17.4,2,52,,2,34.8,0,MoorNa00
133,Virgil Seay,WAS,23,WR,16,7,26,472,18.2,3,60,,1.6,29.5,0,SeayVi00
134,Butch Johnson,DAL,27,WR,16,7,25,552,22.1,5,55,,1.6,34.5,0,JohnBu00
135,Rick Parros,DEN,23,FB,16,16,25,216,8.6,1,26,,1.6,13.5,6,ParrRi00
136,Jerry Eckwood,TAM,27,RB,16,12,24,213,8.9,0,33,,1.5,13.3,3,EckwJe00
137,Terry LeCount,MIN,25,WR,16,2,24,425,17.7,2,43,,1.5,26.6,0,LeCoTe00
138,James Hadnot,KAN,24,FB,16,15,23,215,9.3,0,20,,1.4,13.4,4,HadnJa00
139,Larry Hardy,NOR,25,TE,16,16,23,275,12,1,27,,1.4,17.2,2,HardLa00
140,Joe Rose,MIA,24,TE,16,0,23,316,13.7,2,50,,1.4,19.8,0,RoseJo00
141,Toussaint Tyler,NOR,22,RB,16,0,23,135,5.9,0,18,,1.4,8.4,4,TyleTo00
142,Arthur Whittington,OAK,26,RB,16,2,23,213,9.3,2,22,,1.4,13.3,4,WhitAr00
143,Morris Bradshaw,OAK,29,WR,15,8,22,298,13.5,3,29,,1.5,19.9,0,BradMo00
144,Cullen Bryant,RAM,30,FB,13,12,22,160,7.3,0,39,,1.7,12.3,1,BryaCu00
145,Joe Delaney*,KAN,23,RB,15,10,22,246,11.2,0,61,,1.5,16.4,9,DelaJo00
146,Earnest Gray,NYG,24,WR,16,3,22,360,16.4,2,45,,1.4,22.5,1,GrayEa00
147,Eric Sievers,SDG,24,TE,16,9,22,276,12.5,3,32,,1.4,17.3,1,SievEr00
148,Theo Bell,TAM,28,WR,16,9,21,318,15.1,2,58,,1.3,19.9,1,BellTh00
149,Horace King,DET,28,RB,16,0,21,217,10.3,1,41,,1.3,13.6,0,KingHo00
150,Reese McCall,BAL,25,TE,16,14,21,314,15,2,65,,1.3,19.6,0,McCaRe00
151,John Sawyer,SEA,28,TE,16,16,21,272,13,0,30,,1.3,17,0,SawyJo00
152,Walt Arnold,RAM,23,TE,16,9,20,212,10.6,2,24,,1.3,13.3,0,ArnoWa00
153,Archie Griffin,CIN,27,RB,16,2,20,160,8,1,17,,1.3,10,0,GrifAr00
154,Jeff Groth,NOR,24,WR,15,13,20,380,19,1,54,,1.3,25.3,0,GrotJe00
155,Gordon Jones,TAM,24,WR,13,4,20,276,13.8,1,44,,1.5,21.2,0,JoneGo00
156,Lam Jones,NYJ,23,WR,15,3,20,342,17.1,3,47,,1.3,22.8,2,JoneLa00
157,Keith Krepfle,PHI,29,TE,16,16,20,210,10.5,5,26,,1.3,13.1,0,KrepKe00
158,Ronnie Coleman,HOU,30,RB,16,0,19,211,11.1,0,24,,1.2,13.2,2,ColeRo00
159,Billy Joe DuPree,DAL,31,TE,16,15,19,214,11.3,2,33,,1.2,13.4,0,DuprBi00
160,Wayne Morris,STL,27,FB,16,13,19,165,8.7,0,21,,1.2,10.3,0,MorrWa00
161,Frank Pollard,PIT,24,RB,14,10,19,156,8.2,0,26,,1.4,11.1,5,PollFr00
162,Dwight Scales,SDG,28,WR,16,4,19,429,22.6,1,60,,1.2,26.8,1,ScalDw00
163,Mike Augustyniak,NYJ,25,FB,10,8,18,144,8,0,19,,1.8,14.4,3,AuguMi00
164,Dexter Bussey,DET,29,FB,16,15,18,92,5.1,0,16,,1.1,5.8,3,BussDe00
165,Mike Friede,NYG,24,WR,16,15,18,250,13.9,1,43,,1.1,15.6,0,FrieMi00
166,Tony Galbreath,MIN,27,RB,14,1,18,144,8,0,23,,1.3,10.3,2,GalbTo00
167,Mike Guman,RAM,23,RB,16,4,18,130,7.2,0,14,,1.1,8.1,2,GumaMi00
168,Freeman McNeil,NYJ,22,RB,11,6,18,171,9.5,1,18,,1.6,15.5,5,McNeFr00
169,Dave Williams,CHI,27,RB,8,0,18,126,7,2,18,,2.3,15.8,0,WillDa01
170,Doug Cosbie,DAL,25,TE,16,0,17,225,13.2,5,28,,1.1,14.1,1,CosbDo00
171,Zachary Dixon,BAL,25,RB,16,1,17,169,9.9,1,41,,1.1,10.6,1,DixoZa00
172,Ron Egloff,DEN,26,TE,16,6,17,231,13.6,1,40,,1.1,14.4,2,EgloRo00
173,Calvin Hill,CLE,34,RB,14,0,17,150,8.8,2,23,,1.2,10.7,1,HillCa00
174,Rick Kane,DET,27,RB,16,2,17,181,10.6,1,40,,1.1,11.3,2,KaneRi00
175,Tom Newton,NYJ,27,FB,16,7,17,104,6.1,0,13,,1.1,6.5,2,NewtTo00
176,Stan Rome,KAN,25,WR,16,4,17,203,11.9,1,23,,1.1,12.7,0,RomeSt00
177,Drew Hill,RAM,25,WR,16,2,16,355,22.2,3,45,,1,22.2,1,HillDr00
178,Bobby Jones,NYJ,26,WR,16,3,16,239,14.9,1,36,,1,14.9,0,JoneBo00
179,Cleo Miller,CLE,29,RB,12,2,16,139,8.7,0,17,,1.3,11.6,0,MillCl00
180,George Rogers*+,NOR,23,RB,16,16,16,126,7.9,0,25,,1,7.9,13,RogeGe00
181,Bruce Hardy,MIA,25,TE,16,4,15,174,11.6,0,21,,0.9,10.9,1,HardBr00
182,Ron Jessie,BUF,33,WR,15,0,15,200,13.3,0,44,,1,13.3,0,JessRo00
183,Haven Moses,DEN,35,WR,16,6,15,246,16.4,1,30,,0.9,15.4,1,MoseHa00
184,Derrick Gaffney,NYJ,26,WR,16,13,14,246,17.6,0,39,,0.9,15.4,0,GaffDe00
185,Willard Harrell,STL,29,RB,16,0,14,131,9.4,1,62,,0.9,8.2,0,HarrWi01
186,Greg LaFleur,STL,23,TE,16,11,14,190,13.6,2,27,,0.9,11.9,0,LaFlGr00
187,Ronnie Lee,MIA,25,TE,16,16,14,64,4.6,1,11,,0.9,4,0,LeexRo20
188,Tom Mullady,NYG,24,TE,16,3,14,136,9.7,1,21,,0.9,8.5,1,MullTo00
189,Mike Barber,HOU,28,TE,16,5,13,190,14.6,1,35,,0.8,11.9,0,BarbMi01
190,Raymond Chester,OAK,33,TE,16,5,13,93,7.2,1,15,,0.8,5.8,0,ChesRa00
191,M.L. Harris,CIN,27,TE,15,0,13,181,13.9,2,42,,0.9,12.1,1,HarrM.00
192,Kevin Long,NYJ,26,RB,16,0,13,66,5.1,3,18,,0.8,4.1,2,LongKe00
193,Leon Perry,NYG,24,RB,16,6,13,140,10.8,1,24,,0.8,8.8,4,PerrLe00
194,Rich Caster,2TM,33,TE,7,1,12,185,15.4,0,31,,1.7,26.4,2,CastRi00
195,Henry Childs,RAM,30,TE,7,7,12,145,12.1,1,39,,1.7,20.7,1,ChilHe00
196,Sam Cunningham,NWE,31,FB,11,8,12,92,7.7,0,12,,1.1,8.4,2,CunnSa00
197,Nick Giaquinto,2TM,26,RB,14,0,12,93,7.8,2,25,,0.9,6.6,0,GiaqNi00
198,Eddie Hill,MIA,24,RB,11,3,12,73,6.1,1,16,,1.1,6.6,2,HillEd00
199,Terdell Middleton,GNB,26,RB,14,3,12,86,7.2,1,27,,0.9,6.1,2,MiddTe00
200,James Owens,TAM,26,RB,16,1,12,145,12.1,0,35,,0.8,9.1,1,OwenJa00
201,Mosi Tatupu,NWE,26,RB,16,1,12,132,11,1,41,,0.8,8.3,2,TatuMo00
202,Clarence Williams,SDG,26,RB,14,1,12,108,9,1,15,,0.9,7.7,2,WillCl01
203,Clarence Harmon,WAS,26,RB,5,0,11,98,8.9,0,23,,2.2,19.6,0,HarmCl00
204,Rick Walker,WAS,26,TE,16,14,11,112,10.2,1,24,,0.7,7,0,WalkRi00
205,Randy Burke,BAL,26,WR,16,1,10,153,15.3,0,24,,0.6,9.6,0,BurkRa00
206,John Cappelletti,SDG,29,FB,16,6,10,126,12.6,1,25,,0.6,7.9,3,CappJo00
207,Robin Earl,CHI,26,TE,16,15,10,118,11.8,1,24,,0.6,7.4,0,EarlRo00
208,Frank Hawkins,OAK,22,RB,13,0,10,109,10.9,0,35,,0.8,8.4,1,HawkFr00
209,Roland Hooks,BUF,28,RB,16,1,10,140,14,2,37,,0.6,8.8,1,HookRo00
210,Willie Miller,RAM,34,WR,13,1,10,147,14.7,0,20,,0.8,11.3,0,MillWi00
211,Mark Nichols,DET,22,WR,12,0,10,222,22.2,1,59,,0.8,18.5,1,NichMa00
212,Hubie Oliver,PHI,24,FB,13,10,10,37,3.7,0,27,,0.8,2.8,1,OlivHu00
213,Marcus Anderson,CHI,22,WR,12,1,9,243,27,2,85,,0.8,20.3,1,AndeMa20
214,Malcolm Barnwell,OAK,23,WR,16,1,9,190,21.1,1,61,,0.6,11.9,2,BarnMa01
215,Walt Easley,SFO,24,RB,12,1,9,62,6.9,0,21,,0.8,5.2,2,EaslWa00
216,Perry Harrington,PHI,23,RB,4,4,9,27,3,0,12,,2.3,6.8,1,HarrPe00
217,Wally Henry,PHI,27,WR,16,0,9,145,16.1,2,44,,0.6,9.1,4,HenrWa00
218,Doug Kotar,NYG,30,RB,7,5,9,32,3.6,0,11,,1.3,4.6,0,KotaDo00
219,Mike Wilson,SFO,23,WR,16,0,9,125,13.9,1,27,,0.6,7.8,0,WilsMi00
220,Ricky Bell,TAM,26,RB,7,3,8,92,11.5,0,22,,1.1,13.1,1,BellRi01
221,Todd Christensen,OAK,25,TE,16,0,8,115,14.4,2,30,,0.5,7.2,0,ChriTo00
222,Paul Johns,SEA,23,WR,16,0,8,131,16.4,1,34,,0.5,8.2,1,JohnPa01
223,Rich Martini,NOR,26,WR,12,0,8,72,9,0,15,,0.7,6,0,MartRi00
224,Ted McKnight,KAN,27,RB,5,5,8,77,9.6,0,23,,1.6,15.4,2,McKnTe00
225,John Mistler,NYG,23,WR,16,0,8,119,14.9,1,31,,0.5,7.4,0,MistJo00
226,Ulysses Norris,DET,24,TE,12,2,8,132,16.5,0,34,,0.7,11,0,NorrUl00
227,Rodney Parker,PHI,28,WR,11,0,8,168,21,2,55,,0.7,15.3,0,ParkRo00
228,Jay Saldi,DAL,27,TE,16,5,8,82,10.3,1,18,,0.5,5.1,0,SaldJa00
229,Billy Taylor,2TM,25,RB,8,3,8,71,8.9,0,39,,1,8.9,2,TaylBi00
230,Aundra Thompson,3TM,28,WR,14,2,8,111,13.9,0,25,,0.6,7.9,0,ThomAu00
231,Sidney Thornton,PIT,27,RB,16,6,8,78,9.8,0,30,,0.5,4.9,6,ThorSi00
232,Brooks Williams,2TM,27,TE,12,0,8,82,10.3,0,16,,0.7,6.8,0,WillBr00
233,Hoby Brenner,NOR,22,TE,9,1,7,143,20.4,0,34,,0.8,15.9,1,BrenHo00
234,Curtis Brown,BUF,27,FB,14,8,7,46,6.6,1,10,,0.5,3.3,4,BrowCu00
235,Bob Bruer,MIN,28,TE,15,0,7,38,5.4,3,10,,0.5,2.5,1,BrueBo00
236,Don Calhoun,NWE,29,FB,14,7,7,71,10.1,0,20,,0.5,5.1,1,CalhDo00
237,Carlos Carson,KAN,23,WR,5,1,7,179,25.6,1,53,,1.4,35.8,1,CarsCa00
238,Lin Dawson,NWE,22,TE,15,3,7,126,18,0,42,,0.5,8.4,0,DawsLi00
239,Lenvil Elliott,SFO,30,RB,4,0,7,81,11.6,0,19,,1.8,20.3,2,ElliLe00
240,Wilbur Jackson,WAS,30,RB,5,2,7,51,7.3,0,16,,1.4,10.2,2,JackWi01
241,Eric Lane,SEA,22,RB,14,0,7,58,8.3,0,22,,0.5,4.1,0,LaneEr00
242,Roosevelt Leaks,BUF,28,FB,16,5,7,51,7.3,0,13,,0.4,3.2,1,LeakRo00
243,Jeff Moore,RAM,24,WR,10,0,7,105,15,0,35,,0.7,10.5,0,MoorJe20
244,Ron Smith,2TM,25,WR,12,1,7,168,24,2,42,,0.6,14,0,SmitRo02
245,Mark van Eeghen,OAK,29,RB,8,3,7,60,8.6,0,13,,0.9,7.5,0,VanEMa00
246,Don Westbrook,NWE,28,WR,12,1,7,122,17.4,2,32,,0.6,10.2,0,WestDo00
247,Cleveland Franklin,BAL,26,RB,9,0,6,39,6.5,0,10,,0.7,4.3,2,FranCl00
248,Louie Giammona,PHI,28,RB,8,1,6,54,9,1,19,,0.8,6.8,2,GiamLo00
249,Billy Jackson,KAN,22,RB,16,1,6,31,5.2,1,10,,0.4,1.9,1,JackBi00
250,James Jones,DAL,23,RB,16,0,6,37,6.2,0,16,,0.4,2.3,4,JoneJa01
251,Rob Lytle,DEN,27,RB,16,0,6,47,7.8,1,14,,0.4,2.9,1,LytlRo00
252,Doug Marsh,STL,23,TE,4,3,6,80,13.3,1,20,,1.5,20,1,MarsDo00
253,Pat McInally*+,CIN,28,P,16,1,6,68,11.3,0,20,,0.4,4.3,0,McInPa00
254,Stump Mitchell,STL,22,RB,16,0,6,35,5.8,1,16,,0.4,2.2,3,MitcSt00
255,John Riggins,WAS,32,RB,15,4,6,59,9.8,0,22,,0.4,3.9,1,RiggJo00
256,John Spagnola,PHI,24,TE,11,3,6,83,13.8,0,28,,0.5,7.5,0,SpagJo00
257,David Verser,CIN,23,WR,16,0,6,161,26.8,2,73,,0.4,10.1,2,VersDa00
258,Chris Combs,STL,23,TE,16,2,5,54,10.8,0,13,,0.3,3.4,0,CombCh20
259,Jim Jensen,GNB,28,FB,15,0,5,49,9.8,0,16,,0.3,3.3,1,JensJi01
260,Lawrence McCutcheon,BUF,31,RB,6,3,5,40,8,0,17,,0.8,6.7,1,McCuLa00
261,Lou Piccone,BUF,32,WR,14,0,5,65,13,0,16,,0.4,4.6,0,PiccLo00
262,Willie Scott,KAN,22,TE,16,3,5,72,14.4,1,26,,0.3,4.5,0,ScotWi00
263,Dave Stief,STL,25,WR,12,0,5,77,15.4,1,29,,0.4,6.4,0,StieDa00
264,Jewerl Thomas,RAM,24,RB,15,1,5,37,7.4,0,13,,0.3,2.5,1,ThomJe01
