Rk,Player,Tm,Age,Pos,G,GS,Rec,Yds,Y/R,TD,Lng,Y/Tgt,R/G,Y/G,Fmb,Player-additional
18,Drew Hill,HOU,30,WR,16,16,65,1112,17.1,5,81,,4.1,69.5,0,HillDr00
19,James Lofton,GNB,30,WR,15,15,64,840,13.1,4,36,,4.3,56,3,LoftJa00
20,Gerald Willhite,DEN,27,FB,16,12,64,529,8.3,3,34,,4,33.1,5,WillGe00
21,Kellen Winslow,SDG,29,TE,16,16,64,728,11.4,5,28,,4,45.5,0,WinsKe00
22,Charlie Brown,ATL,28,WR,16,15,63,918,14.6,4,42,,3.9,57.4,1,BrowCh00
23,Cris Collinsworth,CIN,27,WR,16,15,62,1024,16.5,10,46,,3.9,64,1,CollCr00
24,Dwight Clark,SFO,29,WR,16,14,61,794,13,2,45,,3.8,49.6,0,ClarDw00
25,Ernest Givins,HOU,22,WR,15,15,61,1062,17.4,3,60,,4.1,70.8,0,GiviEr00
26,Lorenzo Hampton,MIA,24,RB,16,16,61,446,7.3,3,19,,3.8,27.9,4,HampLo00
27,Mark Clayton*,MIA,25,WR,15,14,60,1150,19.2,10,68,,4,76.7,1,ClayMa00
28,Mike Quick*,PHI,27,WR,16,16,60,939,15.7,9,75,,3.8,58.7,1,QuicMi00
29,Eddie Brown,CIN,24,WR,16,16,58,964,16.6,4,57,,3.6,60.3,0,BrowEd00
30,Steve Jordan*,MIN,25,TE,16,16,58,859,14.8,6,68,,3.6,53.7,0,JordSt00
31,Wes Chandler,SDG,30,WR,16,14,56,874,15.6,4,40,,3.5,54.6,2,ChanWe00
32,Earl Ferrell,STL,28,FB,16,15,56,434,7.8,3,30,,3.5,27.1,6,FerrEa00
33,Brian Brennan,CLE,24,WR,16,0,55,838,15.2,6,57,,3.4,52.4,1,BrenBr00
34,James Brooks*,CIN,28,RB,16,16,54,686,12.7,4,54,,3.4,42.9,2,BrooJa00
35,Bruce Hardy,MIA,30,TE,16,16,54,430,8,5,18,,3.4,26.9,2,HardBr00
36,James Jones,DET,25,FB,16,16,54,334,6.2,1,21,,3.4,20.9,6,JoneJa00
37,Jeff Chadwick,DET,26,WR,15,15,53,995,18.8,5,73,,3.5,66.3,1,ChadJe00
38,Darrin Nelson,MIN,27,RB,16,16,53,593,11.2,3,34,,3.3,37.1,3,NelsDa00
39,Andre Reed,BUF,22,WR,15,15,53,739,13.9,7,55,,3.5,49.3,2,ReedAn00
40,Stephone Paige,KAN,25,WR,16,15,52,829,15.9,11,51,,3.3,51.8,0,PaigSt00
41,Phil Epps,GNB,28,WR,12,12,49,612,12.5,4,53,,4.1,51,0,EppsPh00
42,Tony Hill,DAL,30,WR,16,16,49,770,15.7,3,63,,3.1,48.1,1,HillTo00
43,Freeman McNeil,NYJ,27,RB,12,11,49,410,8.4,1,26,,4.1,34.2,8,McNeFr00
44,Pete Metzelaars,BUF,26,TE,16,16,49,485,9.9,3,44,,3.1,30.3,2,MetzPe00
45,Robb Riddick,BUF,29,RB,15,8,49,468,9.6,1,31,,3.3,31.2,8,RiddRo00
46,Wesley Walker,NYJ,31,WR,16,8,49,1016,20.7,12,83,,3.1,63.5,3,WalkWe00
47,Mike Jones,NOR,26,WR,16,8,48,625,13,3,45,,3,39.1,2,JoneMi00
48,Tony Nathan,MIA,30,RB,16,0,48,457,9.5,2,23,,3,28.6,0,NathTo00
49,Timmy Newsome,DAL,28,FB,16,12,48,421,8.8,3,30,,3,26.3,2,NewsTi00
50,Walter Abercrombie,PIT,27,RB,16,16,47,395,8.4,2,27,,2.9,24.7,4,AberWa00
51,Herman Fontenot,CLE,23,RB,16,3,47,559,11.9,1,72,,2.9,34.9,2,FontHe00
52,Marcus Allen*,RAI,26,RB,13,10,46,453,9.8,2,36,,3.5,34.8,7,AlleMa00
53,Henry Marshall,KAN,32,WR,16,9,46,652,14.2,1,31,,2.9,40.8,0,MarsHe00
54,Calvin Magee,TAM,23,TE,16,13,45,564,12.5,5,45,,2.8,35.3,1,MageCa00
55,Steve Watson,DEN,29,WR,16,16,45,699,15.5,3,46,,2.8,43.7,0,WatsSt00
56,Carl Bland,DET,25,WR,16,16,44,511,11.6,2,34,,2.8,31.9,1,BlanCa00
57,Kelvin Bryant,WAS,26,RB,10,0,43,449,10.4,3,40,,4.3,44.9,2,BryaKe00
58,Irving Fryar,NWE,24,WR,14,13,43,737,17.1,6,69,,3.1,52.6,4,FryaIr00
59,James Wilder,TAM,28,RB,12,12,43,326,7.6,1,25,,3.6,27.2,10,WildJa00
60,Dokie Williams,RAI,26,WR,15,15,43,843,19.6,8,53,,2.9,56.2,2,WillDo00
61,Gerald Carter,TAM,29,WR,15,15,42,640,15.2,2,46,,2.8,42.7,2,CartGe00
62,Floyd Dixon,ATL,22,WR,16,12,42,617,14.7,2,65,,2.6,38.6,3,DixoFl00
63,Willie Gault,CHI,26,WR,16,16,42,818,19.5,5,53,,2.6,51.1,1,GaulWi00
64,Roy Green,STL,29,WR,11,10,42,517,12.3,6,48,,3.8,47,1,GreeRo01
65,Russ Francis,SFO,33,TE,16,14,41,505,12.3,1,52,,2.6,31.6,0,FranRu00
66,Stump Mitchell,STL,27,RB,15,13,41,276,6.7,0,24,,2.7,18.4,4,MitcSt00
67,Mike Sherrard,DAL,23,WR,16,4,41,744,18.1,5,68,,2.6,46.5,0,SherMi00
68,Junior Tautalatasi,PHI,24,RB,16,2,41,325,7.9,2,56,,2.6,20.3,6,TautJu00
69,Curt Warner*,SEA,25,RB,16,16,41,342,8.3,0,26,,2.6,21.4,6,WarnCu00
70,Rodney Holman,CIN,26,TE,16,16,40,570,14.3,2,34,,2.5,35.6,1,HolmRo00
71,Webster Slaughter,CLE,22,WR,16,16,40,577,14.4,4,47,,2.5,36.1,1,SlauWe00
72,Reggie Langhorne,CLE,23,WR,16,15,39,678,17.4,1,66,,2.4,42.4,2,LangRe00
73,Ozzie Newsome,CLE,30,TE,16,16,39,417,10.7,3,31,,2.4,26.1,0,NewsOz00
74,John Spagnola,PHI,29,TE,15,12,39,397,10.2,1,38,,2.6,26.5,2,SpagJo00
75,Anthony Carter,MIN,26,WR,12,10,38,686,18.1,7,60,,3.2,57.2,1,CartAn00
76,Mark Jackson,DEN,23,WR,16,1,38,738,19.4,1,53,,2.4,46.1,3,JackMa00
77,Louis Lipps,PIT,24,WR,13,12,38,590,15.5,3,48,,2.9,45.4,2,LippLo00
78,Nat Moore,MIA,35,WR,16,1,38,431,11.3,7,38,,2.4,26.9,0,MoorNa00
79,Greg Baty,NWE,22,TE,16,7,37,331,8.9,2,22,,2.3,20.7,0,BatyGr00
80,Earnest Byner,CLE,24,RB,7,7,37,328,8.9,2,40,,5.3,46.9,1,ByneEa00
81,Jimmie Giles,2TM,32,TE,16,15,37,376,10.2,4,30,,2.3,23.5,0,GileJi00
82,Eric Martin,NOR,25,WR,16,11,37,675,18.2,5,84,,2.3,42.2,5,MartEr00
83,Walter Payton*,CHI,33,RB,16,16,37,382,10.3,3,57,,2.3,23.9,6,PaytWa00
84,John Tice,NOR,26,TE,16,13,37,330,8.9,3,29,,2.3,20.6,1,TiceJo00
85,Joe Cribbs,SFO,28,RB,14,10,35,346,9.9,0,33,,2.5,24.7,5,CribJo00
86,Allen Pinkett,HOU,22,RB,16,3,35,248,7.1,1,20,,2.2,15.5,2,PinkAl00
87,Walter Stanley,GNB,24,WR,16,4,35,723,20.7,2,62,,2.2,45.2,1,StanWa00
88,Chris Burkett,BUF,24,WR,14,10,34,778,22.9,4,84,,2.4,55.6,1,BurkCh00
89,Clint Didier,WAS,27,TE,14,11,34,691,20.3,4,71,,2.4,49.4,0,DidiCl00
90,Henry Ellard,RAM,25,WR,9,8,34,447,13.1,4,34,,3.8,49.7,3,EllaHe00
91,Garry James,DET,23,RB,16,15,34,219,6.4,0,26,,2.1,13.7,3,JameGa00
92,Charlie Joiner,SDG,39,WR,15,9,34,440,12.9,2,33,,2.3,29.3,0,JoinCh00
93,Randy McMillan,IND,28,FB,16,16,34,289,8.5,0,45,,2.1,18.1,5,McMiRa00
94,John Stallworth,PIT,34,WR,11,9,34,466,13.7,1,40,,3.1,42.4,0,StalJo00
95,Byron Franklin,SEA,28,WR,14,1,33,547,16.6,2,49,,2.4,39.1,0,FranBy00
96,Tony Galbreath,NYG,32,RB,16,0,33,268,8.1,0,19,,2.1,16.8,3,GalbTo00
97,Johnny Hector,NYJ,26,RB,13,5,33,302,9.2,0,23,,2.5,23.2,2,HectJo00
98,Jeff Smith,KAN,24,RB,15,0,33,230,7,3,18,,2.2,15.3,4,SmitJe00
99,John Williams,SEA,22,FB,16,16,33,219,6.6,0,23,,2.1,13.7,1,WillJo00
100,Leo Lewis,MIN,30,WR,16,16,32,600,18.8,2,76,,2,37.5,3,LewiLe00
101,Eddie Lee Ivery,GNB,29,RB,12,1,31,385,12.4,1,42,,2.6,32.1,0,IverEd00
102,Bobby Johnson,NYG,25,WR,16,12,31,534,17.2,5,44,,1.9,33.4,1,JohnBo00
103,Vance Johnson,DEN,23,WR,12,9,31,363,11.7,2,34,,2.6,30.3,1,JohnVa00
104,Kenny Jackson,PHI,24,WR,16,14,30,506,16.9,6,49,,1.9,31.6,0,JackKe01
105,Trumaine Johnson,SDG,26,WR,16,4,30,399,13.3,1,30,,1.9,24.9,1,JohnTr02
106,Allen Rice,MIN,24,FB,14,8,30,391,13,3,32,,2.1,27.9,5,RiceAl00
107,Pete Holohan,SDG,27,TE,16,6,29,356,12.3,1,34,,1.8,22.3,0,HoloPe00
108,Stacy Robinson,NYG,24,WR,12,10,29,494,17,2,49,,2.4,41.2,1,RobiSt00
109,Doug Cosbie,DAL,30,TE,16,15,28,312,11.1,1,22,,1.8,19.5,0,CosbDo00
110,Hassan Jones,MIN,22,WR,16,6,28,570,20.4,4,55,,1.8,35.6,1,JoneHa00
111,Kevin Mack,CLE,24,FB,12,12,28,292,10.4,0,44,,2.3,24.3,6,MackKe00
112,Barry Redden,RAM,26,FB,15,14,28,217,7.8,1,24,,1.9,14.5,1,ReddBa00
113,Butch Woolfolk,HOU,26,FB,10,5,28,314,11.2,2,30,,2.8,31.4,0,WoolBu00
114,Rich Erenberg,PIT,24,RB,16,0,27,217,8,3,19,,1.7,13.6,1,ErenRi00
115,Eric Dickerson*+,RAM,26,RB,16,16,26,205,7.9,0,28,,1.6,12.8,12,DickEr00
116,Michael Haddix,PHI,25,FB,16,9,26,150,5.8,0,29,,1.6,9.4,1,HaddMi00
117,Emery Moorehead,CHI,32,TE,16,16,26,390,15,1,85,,1.6,24.4,1,MoorEm00
118,Sammy Winder*,DEN,27,RB,16,15,26,171,6.6,5,20,,1.6,10.7,2,WindSa00
119,Pat Beach,IND,27,TE,16,16,25,265,10.6,1,26,,1.6,16.6,2,BeacPa00
120,Albert Bentley,IND,26,RB,12,3,25,230,9.2,0,38,,2.1,19.2,2,BentAl00
121,Ron Brown,RAM,25,WR,14,12,25,396,15.8,3,65,,1.8,28.3,1,BrowRo01
122,Tony Dorsett,DAL,32,RB,13,12,25,267,10.7,1,36,,1.9,20.5,5,DorsTo00
123,Frank Hawkins,RAI,27,FB,16,15,25,166,6.6,0,16,,1.6,10.4,0,HawkFr00
124,Herman Hunter,DET,25,RB,16,0,25,218,8.7,1,18,,1.6,13.6,1,HuntHe00
125,Doug Marsh,STL,28,TE,16,15,25,313,12.5,0,27,,1.6,19.6,0,MarsDo00
126,Leonard Thompson,DET,34,WR,16,1,25,320,12.8,5,36,,1.6,20,0,ThomLe01
127,Paul Ott Carruth,GNB,25,FB,16,12,24,134,5.6,2,19,,1.5,8.4,1,CarrPa00
128,Arthur Cox,ATL,25,TE,16,15,24,301,12.5,1,49,,1.5,18.8,1,CoxxAr00
129,Gerry Ellis,GNB,29,RB,16,6,24,258,10.8,0,29,,1.5,16.1,4,ElliGe00
130,Greg Hawthorne,NWE,30,TE,14,10,24,192,8,0,17,,1.7,13.7,0,HawtGr00
131,Gerald Riggs*,ATL,26,RB,16,15,24,136,5.7,0,11,,1.5,8.5,6,RiggGe00
132,Mike Rozier,HOU,25,RB,13,13,24,180,7.5,0,23,,1.8,13.8,6,RoziMi00
133,Ron Springs,TAM,30,FB,12,8,24,187,7.8,0,46,,2,15.6,2,SpriRo00
134,Matt Suhey,CHI,28,FB,16,14,24,235,9.8,0,58,,1.5,14.7,1,SuheMa00
135,Jessie Hester,RAI,23,WR,13,2,23,632,27.5,6,81,,1.8,48.6,0,HestJe00
136,Lionel James,SDG,24,RB,7,1,23,173,7.5,0,18,,3.3,24.7,5,JameLi00
137,Ricky Moore,BUF,23,FB,11,8,23,184,8,0,27,,2.1,16.7,2,MoorRi00
138,Keith Ortego,CHI,23,WR,16,13,23,430,18.7,2,58,,1.4,26.9,1,OrteKe00
139,Steve Sewell,DEN,23,RB,11,2,23,294,12.8,1,40,,2.1,26.7,0,SeweSt00
140,Mark Boyer,IND,24,RB,16,7,22,237,10.8,1,38,,1.4,14.8,1,BoyeMa00
141,Ronnie Harmon,BUF,22,RB,14,2,22,185,8.4,1,27,,1.6,13.2,2,HarmRo00
142,Orson Mobley,DEN,23,TE,14,3,22,332,15.1,1,32,,1.6,23.7,1,MoblOr00
143,Mike Renfro,DAL,31,WR,12,6,22,325,14.8,3,30,,1.8,27.1,0,RenfMi00
144,Paul Skansi,SEA,25,WR,16,0,22,271,12.3,0,30,,1.4,16.9,1,SkanPa00
145,Jamie Williams,HOU,26,TE,16,16,22,227,10.3,1,33,,1.4,14.2,0,WillJa00
146,Tim Wrightman,CHI,26,TE,16,0,22,241,11,0,29,,1.4,15.1,1,WrigTi00
147,Carlos Carson,KAN,28,WR,10,7,21,497,23.7,4,70,,2.1,49.7,1,CarsCa00
148,Kenneth Davis,GNB,24,RB,16,6,21,142,6.8,1,18,,1.3,8.9,2,DaviKe00
149,Preston Gothard,PIT,24,TE,16,16,21,246,11.7,1,34,,1.3,15.4,0,GothPr00
150,Joe Morris*+,NYG,26,RB,15,15,21,233,11.1,1,23,,1.4,15.5,6,MorrJo00
151,Clint Sampson,DEN,25,WR,15,5,21,259,12.3,0,43,,1.4,17.3,1,SampCl00
152,Calvin Sweeney,PIT,31,WR,16,7,21,337,16,1,58,,1.3,21.1,0,SweeCa00
153,Walt Arnold,KAN,28,TE,16,15,20,169,8.5,1,27,,1.3,10.6,0,ArnoWa00
154,Ron Davenport,MIA,24,RB,16,2,20,177,8.9,1,27,,1.3,11.1,4,DaveRo00
155,Eugene Goodlow,NOR,28,WR,16,6,20,306,15.3,2,29,,1.3,19.1,1,GoodEu00
156,Sylvester Stamps,ATL,25,RB,14,0,20,221,11.1,1,39,,1.4,15.8,4,StamSy00
157,Don Warren,WAS,30,TE,16,16,20,164,8.2,1,20,,1.3,10.3,1,WarrDo00
158,Ken Whisenhunt,ATL,24,TE,16,14,20,184,9.2,3,23,,1.3,11.5,0,WhisKe00
159,Ottis Anderson,2TM,29,RB,12,3,19,137,7.2,0,19,,1.6,11.4,2,AndeOt00
160,Ray Butler,SEA,30,WR,16,0,19,351,18.5,4,67,,1.2,21.9,0,ButlRa00
161,Dennis Gentry,CHI,27,WR,15,2,19,238,12.5,0,41,,1.3,15.9,0,GentDe00
162,Boyce Green,KAN,26,RB,16,7,19,137,7.2,0,17,,1.2,8.6,3,GreeBo00
163,Dan Johnson,MIA,26,TE,15,1,19,170,8.9,4,20,,1.3,11.3,0,JohnDa02
164,Rod Barksdale,RAI,24,WR,16,14,18,434,24.1,2,57,,1.1,27.1,1,BarkRo00
165,Hoby Brenner,NOR,27,TE,15,12,18,286,15.9,0,34,,1.2,19.1,0,BrenHo00
166,Willie Drewrey,HOU,23,WR,15,0,18,299,16.6,0,31,,1.2,19.9,3,DrewWi00
167,Kevin House,2TM,29,WR,15,10,18,384,21.3,2,60,,1.2,25.6,0,HousKe00
168,Craig James,NWE,25,FB,13,12,18,129,7.2,0,17,,1.4,9.9,5,JameCr00
169,Tony Paige,NYJ,24,FB,16,8,18,121,6.7,0,18,,1.1,7.6,2,PaigTo00
170,Daryl Turner,SEA,25,WR,15,12,18,334,18.6,7,72,,1.2,22.3,0,TurnDa00
171,Alfred Anderson,MIN,25,FB,16,8,17,179,10.5,2,37,,1.1,11.2,3,AndeAl00
172,Gordon Banks,DAL,28,WR,16,5,17,202,11.9,0,23,,1.1,12.6,4,BankGo00
173,Herman Heard,KAN,25,RB,15,7,17,83,4.9,0,13,,1.1,5.5,4,HearHe00
174,Dalton Hilliard,NOR,22,RB,16,5,17,107,6.3,0,17,,1.1,6.7,3,HillDa00
175,Earnest Jackson*,PIT,27,FB,13,13,17,169,9.9,0,28,,1.3,13,3,JackEa00
176,Rueben Mayes*,NOR,23,RB,16,12,17,96,5.6,0,18,,1.1,6,4,MayeRu00
177,Dan Ross,GNB,29,TE,15,10,17,143,8.4,1,16,,1.1,9.5,0,RossDa00
178,Weegie Thompson,PIT,25,WR,16,4,17,191,11.2,5,20,,1.1,11.9,0,ThomWe00
179,Ray Wallace,HOU,23,RB,8,4,17,177,10.4,2,35,,2.1,22.1,1,WallRa00
180,Maurice Carthon,NYG,25,FB,16,16,16,67,4.2,0,10,,1,4.2,1,CartMa00
181,Owen Gill,IND,24,RB,16,1,16,137,8.6,0,15,,1,8.6,4,GillOw20
182,Phil McConkey,2TM,29,WR,16,0,16,279,17.4,1,46,,1,17.4,1,McCoPh00
183,Tim McGee,CIN,22,WR,16,0,16,276,17.3,1,51,,1,17.3,0,McGeTi00
184,Stephen Starring,NWE,25,WR,14,2,16,295,18.4,2,47,,1.1,21.1,4,StarSt00
185,George Wonsley,IND,26,RB,16,6,16,175,10.9,0,60,,1,10.9,1,WonsGe00
186,Ted Brown,MIN,29,RB,13,0,15,132,8.8,0,20,,1.2,10.2,0,BrowTe00
187,Jerry Butler,BUF,29,WR,11,6,15,302,20.1,2,53,,1.4,27.5,0,ButlJe00
188,Tony Hunter,RAM,26,TE,7,1,15,206,13.7,0,42,,2.1,29.4,2,HuntTo00
189,Clarence Kay,DEN,25,TE,13,12,15,195,13,1,34,,1.2,15,0,KayxCl00
190,Rocky Klever,NYJ,27,TE,16,11,15,150,10,0,21,,0.9,9.4,0,KlevRo00
191,James Pruitt,MIA,22,WR,16,0,15,235,15.7,2,27,,0.9,14.7,4,PruiJa00
192,Mosi Tatupu*,NWE,31,FB,16,5,15,145,9.7,0,25,,0.9,9.1,1,TatuMo00
193,Mike Tice,SEA,27,TE,16,15,15,150,10,0,25,,0.9,9.4,0,TiceMi00
194,Ed West,GNB,25,TE,16,6,15,199,13.3,1,46,,0.9,12.4,0,WestEd00
195,Mike Young,RAM,24,WR,16,1,15,181,12.1,3,21,,0.9,11.3,2,YounMi00
196,Phil Freeman,TAM,24,WR,15,6,14,229,16.4,2,33,,0.9,15.3,1,FreePh00
197,David Hill,RAM,32,TE,16,15,14,202,14.4,1,33,,0.9,12.6,1,HillDa01
198,Troy Johnson,STL,24,WR,13,2,14,203,14.5,0,39,,1.1,15.6,0,JohnTr01
199,Cedric Jones,NWE,26,WR,16,0,14,222,15.9,1,28,,0.9,13.9,1,JoneCe00
200,Dave Little,PHI,25,TE,16,5,14,132,9.4,0,26,,0.9,8.3,1,LittDa20
201,Ricky Sanders,WAS,26,WR,10,3,14,286,20.4,2,71,,1.4,28.6,0,SandRi00
202,Carl Byrum,BUF,23,RB,13,3,13,104,8,1,17,,1,8,0,ByruCa00
203,Gordon Hudson,SEA,24,TE,16,4,13,131,10.1,1,30,,0.8,8.2,1,HudsGo00
204,Bill Johnson,CIN,26,RB,14,4,13,103,7.9,0,17,,0.9,7.4,2,JohnBi00
205,Larry Kinnebrew,CIN,27,FB,16,9,13,136,10.5,1,31,,0.8,8.5,6,KinnLa00
206,Gene Lang,DEN,24,RB,15,2,13,105,8.1,2,26,,0.9,7,0,LangGe00
207,Napoleon McCallum,RAI,23,RB,15,5,13,103,7.9,0,22,,0.9,6.9,5,McCaNa00
208,Tom Rathman,SFO,24,RB,16,1,13,121,9.3,0,14,,0.8,7.6,0,RathTo00
209,Anthony Toney,PHI,24,FB,12,5,13,177,13.6,0,47,,1.1,14.8,0,ToneAn00
210,Greg Bell,BUF,24,RB,6,6,12,142,11.8,2,40,,2,23.7,2,BellGr00
211,Paul Coffman,KAN,30,TE,15,0,12,75,6.3,2,10,,0.8,5,1,CoffPa00
212,Gary Ellerson,GNB,23,RB,16,6,12,130,10.8,0,32,,0.8,8.1,3,ElleGa00
213,Gregg Garrity,PHI,26,WR,12,0,12,227,18.9,0,34,,1,18.9,0,GarrGr00
214,Keith Williams,ATL,22,WR,12,0,12,164,13.7,1,32,,1,13.7,1,WillKe01
215,Keith Byars,PHI,23,RB,16,8,11,44,4,0,17,,0.7,2.8,3,ByarKe00
216,Keith Griffin,WAS,25,RB,16,1,11,110,10,0,28,,0.7,6.9,0,GrifKe00
217,Herbert Harris,NOR,25,WR,7,1,11,148,13.5,0,27,,1.6,21.1,1,HarrHe00
218,Ron Johnson,PHI,28,WR,12,0,11,207,18.8,1,39,,0.9,17.3,0,JohnRo01
219,Buford Jordan,NOR,24,FB,16,9,11,127,11.5,0,37,,0.7,7.9,2,JordBu00
220,Eric Kattus,CIN,23,TE,16,1,11,99,9,1,28,,0.7,6.2,0,KattEr00
221,Lionel Manuel,NYG,24,WR,4,4,11,181,16.5,3,35,,2.8,45.3,0,ManuLi00
222,Mike Mularkey,MIN,25,TE,16,0,11,89,8.1,2,20,,0.7,5.6,0,MulaMi00
223,Anthony Allen,ATL,27,WR,5,2,10,156,15.6,2,32,,2,31.2,1,AlleAn00
224,Jerry Bell,TAM,27,TE,10,3,10,120,12,0,25,,1,12,0,BellJe00
225,Curtis Dickey,CLE,30,RB,14,10,10,78,7.8,0,12,,0.7,5.6,4,DickCu00
226,Bobby Duckworth,2TM,28,WR,11,6,10,148,14.8,1,32,,0.9,13.5,0,DuckBo00
227,Kelvin Edwards,NOR,22,WR,14,3,10,132,13.2,0,24,,0.7,9.4,2,EdwaKe00
228,David Hughes,PIT,27,RB,5,0,10,98,9.8,0,22,,2,19.6,3,HughDa01
229,David Lewis,DET,25,TE,11,7,10,88,8.8,1,16,,0.9,8,0,LewiDa01
230,Buford McGee,SDG,26,RB,9,3,10,105,10.5,0,18,,1.1,11.7,4,McGeBu00
231,Zeke Mowatt,NYG,25,TE,16,5,10,119,11.9,2,30,,0.6,7.4,1,MowaZe00
232,Vai Sikahema*,STL,24,RB,16,0,10,99,9.9,1,27,,0.6,6.2,2,SikaVa00
233,Wayne Capers,IND,25,WR,6,3,9,118,13.1,0,27,,1.5,19.7,0,CapeWa00
234,John Frank,SFO,24,TE,16,6,9,61,6.8,2,17,,0.6,3.8,0,FranJo00
235,Mike Guman,RAM,28,RB,12,3,9,68,7.6,0,13,,0.8,5.7,1,GumaMi00
236,Emile Harry,KAN,23,WR,12,0,9,211,23.4,1,53,,0.8,17.6,1,HarrEm00
237,Solomon Miller,NYG,22,WR,16,2,9,144,16,2,32,,0.6,9,1,MillSo00
238,Larry Moriarty,2TM,28,RB,15,5,9,67,7.4,0,19,,0.6,4.5,2,MoriLa00
239,Clarence Weathers,CLE,24,WR,16,0,9,100,11.1,0,16,,0.6,6.3,0,WeatCl00
240,Mike Wilson,SFO,28,WR,11,1,9,104,11.6,1,18,,0.8,9.5,0,WilsMi00
241,Derrick Harmon,SFO,23,RB,8,2,8,78,9.8,0,15,,1,9.8,1,HarmDe00
242,Jonathan Hayes,KAN,24,TE,16,4,8,69,8.6,0,16,,0.5,4.3,0,HayeJo00
243,Alvin Moore,DET,27,RB,13,0,8,47,5.9,0,8,,0.6,3.6,2,MoorAl00
244,Mike Pruitt,KAN,32,FB,15,15,8,56,7,0,13,,0.5,3.7,0,PruiMi00
245,Lee Rouson,NYG,24,RB,14,1,8,121,15.1,1,37,,0.6,8.6,0,RousLe00
246,Willie Scott,NWE,27,TE,14,0,8,41,5.1,3,8,,0.6,2.9,0,ScotWi00
247,Kurt Sohn,NYJ,29,WR,15,1,8,129,16.1,2,24,,0.5,8.6,3,SohnKu00
248,Gary Wilkins,BUF,23,TE,16,2,8,74,9.3,0,26,,0.5,4.6,0,WilkGa00
249,Nathan Wonsley,TAM,23,RB,10,2,8,57,7.1,0,11,,0.8,5.7,2,WonsNa00
250,Chuck Banks,HOU,22,RB,13,3,7,71,10.1,0,17,,0.5,5.5,1,BankCh00
251,Pat Franklin,TAM,23,RB,8,1,7,29,4.1,1,9,,0.9,3.6,1,FranPa21
252,Joey Jones,ATL,24,WR,11,2,7,141,20.1,0,41,,0.6,12.8,0,JoneJo23
253,Greg LaFleur,2TM,28,TE,13,0,7,56,8,0,11,,0.5,4.3,0,LaFlGr00
254,Pete Mandley,DET,25,WR,16,0,7,106,15.1,0,51,,0.4,6.6,3,MandPe00
255,Thornton Chandler,DAL,23,TE,15,1,6,57,9.5,2,15,,0.4,3.8,1,ChanTh00
256,Jessie Clark,GNB,26,RB,5,1,6,41,6.8,0,12,,1.2,8.2,1,ClarJe00
257,Stanford Jennings,CIN,24,RB,16,0,6,86,14.3,0,34,,0.4,5.4,0,JennSt00
258,Billy Johnson,ATL,34,WR,4,0,6,57,9.5,0,27,,1.5,14.3,0,JohnBi01
259,Ron Middleton,ATL,21,TE,16,3,6,31,5.2,0,8,,0.4,1.9,0,MiddRo00
260,Tim Moffett,RAI,24,WR,16,1,6,77,12.8,0,17,,0.4,4.8,0,MoffTi00
261,Vance Mueller,RAI,22,RB,15,1,6,54,9,0,20,,0.4,3.6,1,MuelVa00
262,Phil Smith,PHI,26,WR,3,2,6,94,15.7,0,36,,2,31.3,1,SmitPh20
263,Tim Spencer,SDG,26,FB,14,12,6,48,8,0,15,,0.4,3.4,2,SpenTi00
264,Jimmy Teal,BUF,24,WR,5,1,6,60,10,1,20,,1.2,12,0,TealJi00
