Rk,Player,Tm,Age,Pos,G,GS,Rec,Yds,Y/R,TD,Lng,Y/Tgt,R/G,Y/G,Fmb,Player-additional
30,Eddie Brown,CIN,25,WR,12,12,44,608,13.8,3,47,,3.7,50.7,3,BrowEd00
31,Tony Collins,NWE,28,RB,13,11,44,347,7.9,3,29,,3.4,26.7,6,CollTo01
32,Eric Martin,NOR,26,WR,15,11,44,778,17.7,7,67,,2.9,51.9,3,MartEr00
33,Brian Brennan,CLE,25,WR,13,1,43,607,14.1,6,53,,3.3,46.7,1,BrenBr00
34,Kelvin Bryant,WAS,27,RB,11,1,43,490,11.4,5,39,,3.9,44.5,4,BryaKe00
35,Roy Green,STL,30,WR,12,12,43,731,17,4,57,,3.6,60.9,1,GreeRo01
36,Stephone Paige,KAN,26,WR,12,11,43,707,16.4,4,51,,3.6,58.9,0,PaigSt00
37,Mickey Shuler,NYJ,31,TE,11,10,43,434,10.1,3,32,,3.9,39.5,2,ShulMi00
38,Robert Awalt,STL,23,TE,12,9,42,526,12.5,6,35,,3.5,43.8,0,AwalRo00
39,Matt Bouza,IND,28,WR,12,12,42,569,13.5,4,44,,3.5,47.4,2,BouzMa00
40,Vance Johnson,DEN,24,WR,11,9,42,684,16.3,7,59,,3.8,62.2,1,JohnVa00
41,Lionel James,SDG,25,WR,12,11,41,593,14.5,3,46,,3.4,49.4,6,JameLi00
42,James Lofton,RAI,31,WR,12,12,41,880,21.5,5,49,,3.4,73.3,0,LoftJa00
43,John Stallworth,PIT,35,WR,12,11,41,521,12.7,2,45,,3.4,43.4,1,StalJo00
44,Stanley Morgan*,NWE,32,WR,10,9,40,672,16.8,3,45,,4,67.2,0,MorgSt00
45,James Wilder,TAM,29,FB,12,12,40,328,8.2,1,32,,3.3,27.3,3,WildJa00
46,Wes Chandler,SDG,31,WR,12,11,39,617,15.8,2,27,,3.3,51.4,1,ChanWe00
47,Anthony Toney,PHI,25,FB,11,11,39,341,8.7,1,33,,3.5,31,5,ToneAn00
48,Anthony Carter*,MIN,27,WR,12,11,38,922,24.3,7,73,,3.2,76.8,0,CartAn00
49,Gerald Carter,TAM,30,WR,12,12,38,586,15.4,5,57,,3.2,48.8,0,CartGe00
50,Art Monk,WAS,30,WR,9,9,38,483,12.7,6,62,,4.2,53.7,0,MonkAr00
51,Walter Stanley,GNB,25,WR,12,12,38,672,17.7,3,70,,3.2,56,5,StanWa00
52,John Williams,SEA,23,FB,12,10,38,420,11.1,3,75,,3.2,35,2,WillJo00
53,Ricky Sanders,WAS,27,WR,12,5,37,630,17,3,57,,3.1,52.5,0,SandRi00
54,Doug Cosbie,DAL,31,TE,12,12,36,421,11.7,3,30,,3,35.1,0,CosbDo00
55,Floyd Dixon,ATL,23,WR,12,12,36,600,16.7,5,51,,3,50,0,DixoFl00
56,Frankie Neal,GNB,22,WR,12,3,36,420,11.7,3,38,,3,35,1,NealFr20
57,John Spagnola,PHI,30,TE,12,12,36,350,9.7,2,22,,3,29.2,2,SpagJo00
58,George Adams,NYG,25,FB,12,7,35,298,8.5,1,25,,2.9,24.8,3,AdamGe00
59,Willie Gault,CHI,27,WR,12,12,35,705,20.1,7,56,,2.9,58.8,0,GaulWi00
60,Stanford Jennings,CIN,25,RB,12,5,35,277,7.9,2,24,,2.9,23.1,0,JennSt00
61,Steve Jordan*,MIN,26,TE,12,12,35,490,14,2,38,,2.9,40.8,1,JordSt00
62,Albert Bentley,IND,27,RB,12,4,34,447,13.1,2,72,,2.8,37.3,3,BentAl00
63,Kelvin Edwards,DAL,23,WR,13,9,34,521,15.3,3,38,,2.6,40.1,1,EdwaKe00
64,Phil Epps,GNB,29,WR,10,9,34,516,15.2,2,40,,3.4,51.6,1,EppsPh00
65,James Jones,DET,26,FB,11,11,34,262,7.7,0,35,,3.1,23.8,2,JoneJa00
66,Calvin Magee,TAM,24,TE,11,11,34,424,12.5,3,37,,3.1,38.5,0,MageCa00
67,Ozzie Newsome,CLE,31,TE,13,13,34,375,11,0,25,,2.6,28.8,0,NewsOz00
68,Timmy Newsome,DAL,29,FB,11,8,34,274,8.1,2,30,,3.1,24.9,1,NewsTi00
69,Ray Butler,SEA,31,WR,12,3,33,465,14.1,5,40,,2.8,38.8,1,ButlRa00
70,Mark Duper,MIA,28,WR,11,11,33,597,18.1,8,59,,3,54.3,0,DupeMa00
71,Walter Payton,CHI,34,RB,12,12,33,217,6.6,1,16,,2.8,18.1,5,PaytWa00
72,Johnny Hector,NYJ,27,RB,11,6,32,249,7.8,0,27,,2.9,22.6,2,HectJo00
73,Kevin Mack*,CLE,25,FB,12,12,32,223,7,1,17,,2.7,18.6,6,MackKe00
74,Aubrey Matthews,ATL,25,WR,12,6,32,537,16.8,3,57,,2.7,44.8,2,MattAu00
75,Cris Collinsworth,CIN,28,WR,8,6,31,494,15.9,0,53,,3.9,61.8,0,CollCr00
76,Irving Fryar,NWE,25,WR,12,12,31,467,15.1,5,40,,2.6,38.9,2,FryaIr00
77,Clarence Kay,DEN,26,TE,12,12,31,440,14.2,0,30,,2.6,36.7,3,KayxCl00
78,Ricky Nattiel,DEN,21,WR,12,3,31,630,20.3,2,54,,2.6,52.5,2,NattRi00
79,Jeff Chadwick,DET,27,WR,8,8,30,416,13.9,0,36,,3.8,52,0,ChadJe00
80,Lionel Manuel,NYG,25,WR,12,12,30,545,18.2,6,50,,2.5,45.4,1,ManuLi00
81,Tom Rathman,SFO,25,FB,12,7,30,329,11,3,29,,2.5,27.4,1,RathTo00
82,Mike Wilson,SFO,29,WR,11,8,29,450,15.5,5,46,,2.6,40.9,0,WilsMi00
83,Pat Beach,IND,28,TE,12,12,28,239,8.5,0,16,,2.3,19.9,0,BeacPa00
84,Bruce Hardy,MIA,31,TE,12,12,28,292,10.4,2,31,,2.3,24.3,1,HardBr00
85,Rodney Holman,CIN,27,TE,12,12,28,438,15.6,2,61,,2.3,36.5,0,HolmRo00
86,Pete Metzelaars,BUF,27,TE,12,12,28,290,10.4,0,34,,2.3,24.2,3,MetzPe00
87,Ron Davenport,MIA,25,RB,10,1,27,249,9.2,1,29,,2.7,24.9,0,DaveRo00
88,Mike Jones,NOR,27,WR,12,7,27,420,15.6,3,43,,2.3,35,1,JoneMi00
89,Dennis McKinnon,CHI,26,WR,12,0,27,406,15,1,33,,2.3,33.8,6,McKiDe01
90,Mike Rozier*,HOU,26,RB,11,11,27,192,7.1,0,27,,2.5,17.5,5,RoziMi00
91,Ron Brown,RAM,26,WR,12,11,26,521,20,2,52,,2.2,43.4,2,BrowRo01
92,Mark Carrier,TAM,22,WR,10,5,26,423,16.3,3,38,,2.6,42.3,0,CarrMa00
93,John Frank,SFO,25,TE,12,5,26,296,11.4,3,27,,2.2,24.7,2,FranJo00
94,Tony Galbreath,NYG,33,RB,12,0,26,248,9.5,0,21,,2.2,20.7,1,GalbTo00
95,Mark Jackson,DEN,24,WR,12,11,26,436,16.8,2,52,,2.2,36.3,0,JackMa00
96,Jim Jensen,MIA,29,WR,12,0,26,221,8.5,1,20,,2.2,18.4,1,JensJi00
97,Darrin Nelson,MIN,28,RB,10,9,26,129,5,0,13,,2.6,12.9,2,NelsDa00
98,James Pruitt,MIA,23,WR,12,1,26,404,15.5,3,37,,2.2,33.7,1,PruiJa00
99,Cedric Jones,NWE,27,WR,12,4,25,388,15.5,3,29,,2.1,32.3,0,JoneCe00
100,Bobby Micho,DEN,25,TE,15,3,25,242,9.7,2,26,,1.7,16.1,1,MichBo00
101,Gerald Riggs*,ATL,27,RB,12,12,25,199,8,0,48,,2.1,16.6,4,RiggGe00
102,Junior Tautalatasi,PHI,25,RB,12,1,25,176,7,0,22,,2.1,14.7,1,TautJu00
103,Walter Abercrombie,PIT,28,RB,12,12,24,209,8.7,0,24,,2,17.4,4,AberWa00
104,Dwight Clark,SFO,30,WR,13,3,24,290,12.1,5,40,,1.8,22.3,1,ClarDw00
105,Leo Lewis,MIN,31,WR,12,12,24,383,16,2,36,,2,31.9,1,LewiLe00
106,Freeman McNeil,NYJ,28,RB,9,8,24,262,10.9,1,57,,2.7,29.1,1,McNeFr00
107,Emery Moorehead,CHI,33,TE,12,12,24,269,11.2,1,27,,2,22.4,1,MoorEm00
108,Christian Okoye,KAN,26,FB,12,12,24,169,7,0,22,,2,14.1,5,OkoyCh00
109,Earl Ferrell,STL,29,FB,11,11,23,262,11.4,0,36,,2.1,23.8,0,FerrEa00
110,Lorenzo Hampton,MIA,25,RB,12,7,23,223,9.7,0,24,,1.9,18.6,4,HampLo00
111,Bruce Hill,TAM,23,WR,8,1,23,403,17.5,2,40,,2.9,50.4,1,HillBr00
112,Dalton Hilliard,NOR,23,RB,12,1,23,264,11.5,1,38,,1.9,22,4,HillDa00
113,Tim McGee,CIN,23,WR,11,6,23,408,17.7,1,49,,2.1,37.1,0,McGeTi00
114,Kurt Sohn,NYJ,30,WR,12,4,23,261,11.3,2,31,,1.9,21.8,0,SohnKu00
115,Charles White*+,RAM,29,RB,15,12,23,121,5.3,0,20,,1.5,8.1,8,WhitCh00
116,James Brooks,CIN,29,RB,9,7,22,272,12.4,2,46,,2.4,30.2,0,BrooJa00
117,Jessie Clark,GNB,27,FB,12,10,22,119,5.4,1,19,,1.8,9.9,0,ClarJe00
118,Russ Francis,2TM,34,TE,9,7,22,202,9.2,0,19,,2.4,22.4,0,FranRu00
119,Mike Guman,RAM,29,FB,12,8,22,263,12,0,33,,1.8,21.9,0,GumaMi00
120,Keith Byars,PHI,24,RB,10,8,21,177,8.4,1,30,,2.1,17.7,3,ByarKe00
121,Jonathan Hayes,KAN,25,TE,12,7,21,272,13,2,33,,1.8,22.7,0,HayeJo00
122,Kenny Jackson,PHI,25,WR,12,12,21,471,22.4,3,70,,1.8,39.3,1,JackKe01
123,Damone Johnson,RAM,25,TE,12,5,21,198,9.4,2,20,,1.8,16.5,0,JohnDa01
124,Dokie Williams,RAI,27,WR,11,5,21,330,15.7,5,33,,1.9,30,0,WillDo00
125,Stacey Bailey,ATL,27,WR,7,6,20,325,16.3,3,35,,2.9,46.4,1,BailSt00
126,Hoby Brenner*,NOR,28,TE,12,10,20,280,14,2,29,,1.7,23.3,0,BrenHo00
127,Pete Holohan,SDG,28,TE,12,4,20,239,12,0,18,,1.7,19.9,0,HoloPe00
128,Reggie Langhorne,CLE,24,WR,12,12,20,288,14.4,1,25,,1.7,24,0,LangRe00
129,Mike Martin,CIN,27,WR,12,0,20,394,19.7,3,54,,1.7,32.8,1,MartMi00
130,Ron Morris,CHI,23,WR,12,12,20,379,19,1,42,,1.7,31.6,0,MorrRo00
131,Walter Murray,IND,25,WR,14,3,20,339,17,3,43,,1.4,24.2,0,MurrWa00
132,Jay Novacek,STL,25,TE,7,4,20,254,12.7,3,25,,2.9,36.3,1,NovaJa00
133,Jeff Smith,TAM,25,RB,12,8,20,197,9.9,2,34,,1.7,16.4,2,SmitJe00
134,Tony Dorsett,DAL,33,RB,12,6,19,177,9.3,1,33,,1.6,14.8,3,DorsTo00
135,Lonzell Hill,NOR,22,WR,10,1,19,322,16.9,2,36,,1.9,32.2,0,HillLo00
136,Gary Lee,DET,22,WR,12,3,19,308,16.2,0,53,,1.6,25.7,1,LeexGa00
137,Allen Rice,MIN,25,RB,12,2,19,201,10.6,1,24,,1.6,16.8,1,RiceAl00
138,Paul Skansi,SEA,26,WR,12,0,19,207,10.9,1,25,,1.6,17.3,1,SkanPa00
139,Ed West,GNB,26,TE,12,11,19,261,13.7,1,40,,1.6,21.8,0,WestEd00
140,Butch Woolfolk,DET,27,RB,12,0,19,166,8.7,0,13,,1.6,13.8,1,WoolBu00
141,Greg Baty,2TM,23,TE,9,0,18,175,9.7,2,22,,2,19.4,0,BatyGr00
142,James Brim,MIN,24,WR,3,3,18,282,15.7,2,63,,6,94,0,BrimJa20
143,Eric Dickerson*+,2TM,27,RB,12,10,18,171,9.5,0,28,,1.5,14.3,7,DickEr00
144,Michael Harper,NYJ,26,WR,3,2,18,225,12.5,1,35,,6,75,0,HarpMi00
145,Eric Kattus,CIN,24,TE,11,0,18,217,12.1,2,57,,1.6,19.7,0,KattEr00
146,Cap Boso,CHI,24,TE,12,0,17,188,11.1,2,31,,1.4,15.7,0,BosoCa00
147,Dennis Gentry,CHI,28,WR,12,0,17,183,10.8,1,38,,1.4,15.3,2,GentDe00
148,Gene Lang,DEN,25,FB,12,8,17,130,7.6,2,29,,1.4,10.8,0,LangGe00
149,Tim Spencer,SDG,27,FB,12,7,17,123,7.2,0,18,,1.4,10.3,1,SpenTi00
150,Stephen Starring,NWE,26,WR,11,1,17,289,17,3,34,,1.5,26.3,2,StarSt00
151,Weegie Thompson,PIT,26,WR,12,3,17,313,18.4,1,63,,1.4,26.1,0,ThomWe00
152,Curt Warner*,SEA,26,RB,12,12,17,167,9.8,2,30,,1.4,13.9,4,WarnCu00
153,Ken Whisenhunt,ATL,25,TE,7,7,17,145,8.5,1,26,,2.4,20.7,1,WhisKe00
154,Rodney Carter,PIT,23,RB,11,2,16,180,11.3,3,26,,1.5,16.4,0,CartRo00
155,Otis Grant,PHI,26,WR,3,3,16,280,17.5,0,41,,5.3,93.3,0,GranOt00
156,Ron Hall,TAM,23,TE,10,3,16,169,10.6,1,29,,1.6,16.9,0,HallRo00
157,Bo Jackson,RAI,25,FB,7,5,16,136,8.5,2,23,,2.3,19.4,2,JackBo00
158,Garry James,DET,24,RB,8,7,16,215,13.4,0,46,,2,26.9,3,JameGa00
159,Orson Mobley,DEN,24,TE,10,4,16,228,14.3,1,28,,1.6,22.8,1,MoblOr00
160,Lee Morris,GNB,23,WR,5,3,16,259,16.2,1,46,,3.2,51.8,1,MorrLe20
161,Calvin Sweeney,PIT,32,WR,9,6,16,217,13.6,0,34,,1.8,24.1,0,SweeCa00
162,John Tice,NOR,27,TE,12,8,16,181,11.3,6,27,,1.3,15.1,0,TiceJo00
163,Stephen Baker,NYG,23,WR,12,5,15,277,18.5,2,50,,1.3,23.1,1,BakeSt00
164,Gordon Banks,DAL,29,WR,5,4,15,231,15.4,1,34,,3,46.2,1,BankGo00
165,Scott Holman,NYJ,25,WR,3,2,15,155,10.3,0,30,,5,51.7,1,HolmSc20
166,Troy Johnson,STL,25,WR,14,2,15,308,20.5,2,49,,1.1,22,0,JohnTr01
167,Trumaine Johnson,BUF,27,WR,12,0,15,186,12.4,2,26,,1.3,15.5,0,JohnTr02
168,Glen Kozlowski,CHI,25,WR,3,3,15,199,13.3,3,28,,5,66.3,0,KozlGl00
169,Rueben Mayes*,NOR,24,RB,12,12,15,68,4.5,0,16,,1.3,5.7,8,MayeRu00
170,Robb Riddick,BUF,30,RB,6,1,15,96,6.4,3,17,,2.5,16,2,RiddRo00
171,Mosi Tatupu,NWE,32,FB,12,9,15,136,9.1,0,23,,1.3,11.3,1,TatuMo00
172,Kenneth Davis,GNB,25,RB,10,8,14,110,7.9,0,35,,1.4,11,2,DaviKe00
173,Mervyn Fernandez,RAI,28,WR,7,7,14,236,16.9,0,47,,2,33.7,1,FernMe00
174,Herman Heard,KAN,26,RB,12,6,14,118,8.4,0,15,,1.2,9.8,5,HearHe00
175,Rocky Klever,NYJ,28,TE,12,6,14,152,10.9,0,30,,1.2,12.7,0,KlevRo00
176,Frank Pollard,PIT,30,FB,12,7,14,77,5.5,0,17,,1.2,6.4,3,PollFr00
177,Jimmy Teal,SEA,25,WR,4,2,14,198,14.1,2,47,,3.5,49.5,1,TealJi00
178,Mike Tice,SEA,28,TE,12,12,14,106,7.6,2,27,,1.2,8.8,0,TiceMi00
179,Daryl Turner,SEA,26,WR,12,8,14,153,10.9,6,20,,1.2,12.8,0,TurnDa00
180,Sammy Winder,DEN,28,RB,12,10,14,74,5.3,1,13,,1.2,6.2,5,WindSa00
181,Anthony Allen,WAS,28,WR,3,3,13,337,25.9,3,88,,4.3,112.3,0,AlleAn00
182,Karl Bernard,DET,23,RB,8,3,13,91,7,0,12,,1.6,11.4,3,BernKa00
183,Joey Clinkscales,PIT,23,WR,7,3,13,240,18.5,1,57,,1.9,34.3,0,ClinJo20
184,Stacey Dawsey,NOR,22,WR,3,3,13,142,10.9,0,29,,4.3,47.3,2,DawsSt20
185,Clint Didier,WAS,28,TE,9,6,13,178,13.7,1,25,,1.4,19.8,0,DidiCl00
186,Curtis Duncan,HOU,22,WR,10,0,13,237,18.2,5,48,,1.3,23.7,0,DuncCu00
187,Jimmie Giles,2TM,33,TE,12,1,13,157,12.1,1,40,,1.1,13.1,0,GileJi00
188,Rick Massie,DEN,27,WR,9,3,13,244,18.8,4,39,,1.4,27.1,0,MassRi20
189,Rob Rubick,DET,27,TE,9,8,13,147,11.3,1,22,,1.4,16.3,0,RubiRo00
190,Steve Sewell,DEN,24,RB,7,0,13,209,16.1,1,72,,1.9,29.9,1,SeweSt00
191,Roger Vick,NYJ,23,FB,12,10,13,108,8.3,0,23,,1.1,9,3,VickRo00
192,Jamie Williams,HOU,27,TE,12,12,13,158,12.2,3,25,,1.1,13.2,0,WillJa00
193,Adrian Wright,TAM,26,RB,3,3,13,98,7.5,1,15,,4.3,32.7,1,WrigAd20
194,Rod Barksdale,DAL,25,WR,12,1,12,165,13.8,1,22,,1,13.8,0,BarkRo00
195,Lin Dawson,NWE,28,TE,12,11,12,81,6.8,0,14,,1,6.8,0,DawsLi00
196,D.J. Dozier,MIN,22,RB,9,3,12,89,7.4,2,20,,1.3,9.9,2,DoziDJ00
197,Gregg Garrity,PHI,27,WR,12,0,12,242,20.2,2,41,,1,20.2,2,GarrGr00
198,Ron Heller,SFO,24,TE,13,6,12,165,13.8,3,39,,0.9,12.7,1,HellRo00
199,Perry Kemp,CLE,26,WR,3,3,12,224,18.7,2,34,,4,74.7,0,KempPe00
200,Danzell Lee,PIT,24,TE,13,13,12,124,10.3,0,24,,0.9,9.5,0,LeexDa20
201,Craig McEwen,WAS,22,TE,4,3,12,164,13.7,0,42,,3,41,0,McEwCr00
202,Keith Paskett,GNB,23,WR,12,0,12,188,15.7,1,47,,1,15.7,0,PaskKe20
203,John Tagliaferri,MIA,23,RB,3,1,12,117,9.8,0,27,,4,39,0,TaglJo20
204,Lenny Taylor,ATL,26,WR,3,2,12,171,14.3,1,28,,4,57,0,TaylLe21
205,Eric Truvillion,DET,28,WR,3,3,12,207,17.3,1,53,,4,69,1,TruvEr20
206,Al Williams,SDG,26,WR,3,3,12,247,20.6,1,57,,4,82.3,1,WillAl20
207,Dennis Bligen,NYJ,25,RB,6,2,11,81,7.4,0,19,,1.8,13.5,1,BligDe00
208,Arthur Cox,ATL,26,TE,12,10,11,101,9.2,0,19,,0.9,8.4,2,CoxxAr00
209,Willie Drewrey,HOU,24,WR,12,0,11,148,13.5,0,35,,0.9,12.3,0,DrewWi00
210,David Hill,RAM,33,TE,12,12,11,105,9.5,0,24,,0.9,8.8,0,HillDa01
211,Don Holmes,STL,26,WR,11,1,11,132,12,0,23,,1,12,0,HolmDo00
212,Larry Linne,NWE,25,WR,3,3,11,158,14.4,2,30,,3.7,52.7,1,LinnLa20
213,Louis Lipps,PIT,25,WR,4,2,11,164,14.9,0,27,,2.8,41,0,LippLo00
214,Phil McConkey,NYG,30,WR,12,0,11,186,16.9,0,31,,0.9,15.5,2,McCoPh00
215,Joe Morris,NYG,27,RB,11,10,11,114,10.4,0,25,,1,10.4,2,MorrJo00
216,Vance Mueller,RAI,23,RB,12,0,11,95,8.6,0,14,,0.9,7.9,3,MuelVa00
217,Lee Rouson,NYG,25,RB,12,2,11,129,11.7,1,26,,0.9,10.8,3,RousLe00
218,John Settle,ATL,22,RB,9,1,11,153,13.9,0,36,,1.2,17,2,SettJo00
219,Steve Watson,DEN,30,WR,5,1,11,167,15.2,1,49,,2.2,33.4,0,WatsSt00
220,Clarence Weathers,CLE,25,WR,12,0,11,153,13.9,2,37,,0.9,12.8,0,WeatCl00
221,Oliver Williams,HOU,27,WR,3,2,11,165,15,1,36,,3.7,55,1,WillOl20
222,Milton Barney,ATL,24,WR,3,3,10,175,17.5,2,32,,3.3,58.3,1,BarnMi21
223,Lewis Bennett,NYG,24,WR,3,3,10,184,18.4,1,46,,3.3,61.3,0,BennLe20
224,Rod Bernstine,SDG,22,TE,10,2,10,76,7.6,1,15,,1,7.6,0,BernRo00
225,Mark Boyer,IND,25,TE,7,6,10,73,7.3,0,15,,1.4,10.4,0,BoyeMa00
226,Paul Ott Carruth,GNB,26,RB,12,5,10,78,7.8,1,19,,0.8,6.5,0,CarrPa00
227,Leonard Harris,HOU,27,WR,3,3,10,164,16.4,0,39,,3.3,54.7,0,HarrLe00
228,Steve Holloway,TAM,23,TE,6,4,10,127,12.7,0,26,,1.7,21.2,0,HollSt21
229,Bobby Howard,TAM,23,RB,12,0,10,123,12.3,0,45,,0.8,10.3,1,HowaBo00
230,Andrew Jackson,HOU,23,RB,7,3,10,44,4.4,0,16,,1.4,6.3,0,JackAn20
231,Edwin Lovelady,NYG,24,WR,3,3,10,125,12.5,2,23,,3.3,41.7,5,LoveEd20
232,Henry Marshall,KAN,33,WR,12,0,10,126,12.6,0,19,,0.8,10.5,0,MarsHe00
233,Larry Moriarty,KAN,29,RB,12,4,10,37,3.7,1,8,,0.8,3.1,0,MoriLa00
234,Tony Nathan,MIA,31,RB,6,0,10,77,7.7,0,14,,1.7,12.8,1,NathTo00
235,James Noble,IND,24,WR,3,2,10,78,7.8,2,18,,3.3,26,2,NoblJa20
236,Odessa Turner,NYG,23,WR,7,2,10,195,19.5,1,36,,1.4,27.9,0,TurnOd00
237,Chuck Banks,IND,23,RB,3,1,9,50,5.6,0,18,,3,16.7,1,BankCh00
238,Greg Bell,2TM,25,RB,4,3,9,96,10.7,1,32,,2.3,24,1,BellGr00
239,Tony Boddie,DEN,27,RB,5,0,9,85,9.4,0,26,,1.8,17,0,BoddTo20
240,Marc Brown,BUF,26,WR,3,0,9,120,13.3,1,30,,3,40,0,BrowMa20
241,Joe Cribbs,SFO,29,RB,11,3,9,70,7.8,0,16,,0.8,6.4,1,CribJo00
242,Leland Douglas,MIA,24,WR,3,2,9,92,10.2,1,17,,3,30.7,0,DougLe20
243,Sheldon Gaines,BUF,23,WR,3,3,9,115,12.8,0,37,,3,38.3,1,GainSh20
244,Darrell Grymes,DET,26,WR,2,2,9,140,15.6,2,36,,4.5,70,0,GrymDa20
245,Larry Kinnebrew,CIN,28,FB,11,8,9,114,12.7,0,25,,0.8,10.4,1,KinnLa00
246,Keith McKeller,BUF,23,TE,1,1,9,80,8.9,0,22,,9,80,0,McKeKe01
247,Mark Pattison,NOR,26,WR,9,4,9,132,14.7,0,36,,1,14.7,0,PattMa00
248,Ricky Porter,BUF,27,RB,9,0,9,70,7.8,0,26,,1,7.8,0,PortRi00
249,Tim Sherwin,IND,29,TE,8,5,9,86,9.6,1,32,,1.1,10.8,0,SherTi00
250,Mike Siano,PHI,24,WR,3,0,9,137,15.2,1,34,,3,45.7,0,SianMi20
251,John Taylor,SFO,25,WR,12,2,9,151,16.8,0,34,,0.8,12.6,0,TaylJo00
252,Derek Tennell,CLE,23,TE,11,2,9,102,11.3,3,24,,0.8,9.3,0,TennDe00
253,Wesley Walker,NYJ,32,WR,5,4,9,190,21.1,1,59,,1.8,38,0,WalkWe00
254,Gerald Willhite,DEN,28,RB,3,1,9,25,2.8,0,6,,3,8.3,1,WillGe00
255,Michael Williams,ATL,26,RB,3,1,9,70,7.8,0,15,,3,23.3,0,WillMi01
256,Carl Aikens,RAI,25,WR,3,3,8,134,16.8,3,32,,2.7,44.7,0,AikeCa20
257,Eric Bailey,PHI,24,TE,3,3,8,69,8.6,0,19,,2.7,23,0,BailEr20
258,Reggie Brown,PHI,27,RB,3,3,8,53,6.6,0,14,,2.7,17.7,2,BrowRe20
259,Maurice Carthon,NYG,26,FB,11,5,8,71,8.9,0,25,,0.7,6.5,0,CartMa00
260,Major Everett,2TM,27,RB,11,3,8,41,5.1,0,10,,0.7,3.7,0,EverMa00
261,Jon Francis,RAM,23,RB,9,0,8,38,4.8,2,7,,0.9,4.2,0,FranJo21
262,Phil Freeman,TAM,25,WR,8,5,8,141,17.6,2,64,,1,17.6,1,FreePh00
263,Keyvan Jenkins,SDG,26,RB,3,3,8,40,5,0,7,,2.7,13.3,0,JenkKe21
264,Billy Johnson,ATL,35,WR,12,1,8,84,10.5,0,19,,0.7,7,2,JohnBi01
265,Rod Jones,KAN,23,TE,3,1,8,76,9.5,1,16,,2.7,25.3,1,JoneRo00
266,Mark Keel,2TM,26,TE,10,5,8,97,12.1,1,24,,0.8,9.7,0,KeelMa20
