Rk,Player,Tm,Age,Pos,G,GS,Rec,Yds,Y/R,TD,Lng,Y/Tgt,R/G,Y/G,Fmb,Player-additional
27,Reggie Langhorne,CLE,26,WR,16,15,60,749,12.5,2,62,,3.8,46.8,3,LangRe00
28,John Taylor*,SFO,27,WR,15,15,60,1077,18,10,95,,4,71.8,3,TaylJo00
29,Thurman Thomas*,BUF,23,RB,16,16,60,669,11.2,6,74,,3.8,41.8,7,ThomTh00
30,Keith Woodside,GNB,25,RB,16,16,59,527,8.9,0,33,,3.7,32.9,4,WoodKe00
31,Shawn Collins,ATL,22,WR,16,16,58,862,14.9,3,47,,3.6,53.9,0,CollSh00
32,Mervyn Fernandez,RAI,30,WR,16,13,57,1069,18.8,9,75,,3.6,66.8,3,FernMe00
33,Ernest Givins,HOU,25,WR,15,15,55,794,14.4,3,48,,3.7,52.9,0,GiviEr00
34,Earnest Byner,WAS,27,RB/FB,16,13,54,458,8.5,2,27,,3.4,28.6,2,ByneEa00
35,Eric Metcalf,CLE,21,RB,16,11,54,397,7.4,4,68,,3.4,24.8,5,MetcEr00
36,Eric Sievers,NWE,32,TE,16,5,54,615,11.4,0,46,,3.4,38.4,1,SievEr00
37,Albert Bentley,IND,29,FB,16,8,52,525,10.1,3,61,,3.3,32.8,3,BentAl00
38,Eddie Brown,CIN,27,WR,15,15,52,814,15.7,6,46,,3.5,54.3,0,BrowEd00
39,Dalton Hilliard*,NOR,25,RB,16,16,52,514,9.9,5,54,,3.3,32.1,7,HillDa00
40,Andre Rison,IND,22,WR,16,13,52,820,15.8,4,61,,3.3,51.3,1,RisoAn00
41,Pete Holohan,RAM,30,TE,16,6,51,510,10,2,31,,3.2,31.9,1,HoloPe00
42,Neal Anderson*,CHI,25,RB,16,16,50,434,8.7,4,49,,3.1,27.1,5,AndeNe00
43,Bruce Hill,TAM,25,WR,16,16,50,673,13.5,5,53,,3.1,42.1,2,HillBr00
44,Rodney Holman*,CIN,29,TE,16,15,50,736,14.7,9,73,,3.1,46,0,HolmRo00
45,Louis Lipps,PIT,27,WR,16,16,50,944,18.9,5,79,,3.1,59,2,LippLo00
46,Roger Craig*,SFO,29,RB,16,16,49,473,9.7,1,44,,3.1,29.6,4,CraiRo00
47,Mark Duper,MIA,30,WR,15,14,49,717,14.6,1,41,,3.3,47.8,0,DupeMa00
48,Hart Lee Dykes,NWE,23,WR,16,6,49,795,16.2,5,42,,3.1,49.7,3,DykeHa00
49,Lonzell Hill,NOR,24,WR,16,12,48,636,13.3,4,46,,3,39.8,1,HillLo00
50,Cedric Jones,NWE,29,WR,15,12,48,670,14,6,65,,3.2,44.7,1,JoneCe00
51,Perry Kemp,GNB,28,WR,14,13,48,611,12.7,2,39,,3.4,43.6,3,KempPe00
52,Haywood Jeffires,HOU,25,WR,16,4,47,619,13.2,2,45,,2.9,38.7,0,JeffHa00
53,Kelvin Martin,DAL,24,WR,11,11,46,644,14,2,46,,4.2,58.5,0,MartKe00
54,Cris Carter,PHI,24,WR,16,15,45,605,13.4,11,42,,2.8,37.8,1,CartCr00
55,Ernie Jones,PHO,25,WR,15,9,45,838,18.6,3,72,,3,55.9,3,JoneEr00
56,Jo-Jo Townsell,NYJ,29,WR,16,6,45,787,17.5,5,63,,2.8,49.2,4,TownJo00
57,Flipper Anderson,RAM,24,WR,16,13,44,1146,26,5,78,,2.8,71.6,0,AndeFl00
58,Roy Green,PHO,32,WR,12,12,44,703,16,7,59,,3.7,58.6,2,GreeRo01
59,Stephone Paige,KAN,28,WR,14,12,44,759,17.3,2,50,,3.1,54.2,3,PaigSt00
60,Curtis Duncan,HOU,24,WR,16,1,43,613,14.3,5,55,,2.7,38.3,1,DuncCu00
61,Hassan Jones,MIN,25,WR,16,13,42,694,16.5,1,50,,2.6,43.4,2,JoneHa00
62,Robert Clark,DET,24,WR,16,16,41,748,18.2,2,69,,2.6,46.8,2,ClarRo00
63,Keith Jones,ATL,23,RB,14,9,41,396,9.7,0,46,,2.9,28.3,0,JoneKe01
64,Herman Fontenot,GNB,26,RB,16,0,40,372,9.3,3,38,,2.5,23.3,0,FontHe00
65,Michael Haynes,ATL,24,WR,13,11,40,681,17,4,72,,3.1,52.4,0,HaynMi00
66,Brent Jones,SFO,26,TE,16,16,40,500,12.5,4,36,,2.5,31.3,0,JoneBr00
67,Herschel Walker,2TM,27,RB,16,14,40,423,10.6,2,52,,2.5,26.4,7,WalkHe00
68,Dennis Gentry,CHI,30,WR,16,6,39,463,11.9,1,79,,2.4,28.9,1,GentDe00
69,Gene Lang,ATL,27,RB,15,7,39,436,11.2,1,32,,2.6,29.1,1,LangGe00
70,John Settle,ATL,24,FB,15,15,39,316,8.1,2,33,,2.6,21.1,1,SettJo00
71,Paul Skansi,SEA,28,WR,16,1,39,488,12.5,5,26,,2.4,30.5,0,SkanPa00
72,Rodney Carter,PIT,25,RB,15,0,38,267,7,3,22,,2.5,17.8,0,CartRo00
73,Johnny Hector,NYJ,29,RB,15,9,38,330,8.7,2,32,,2.5,22,1,HectJo00
74,Darrin Nelson,2TM,30,RB,14,0,38,380,10,0,49,,2.7,27.1,1,NelsDa00
75,Odessa Turner,NYG,25,WR,13,10,38,467,12.3,4,44,,2.9,35.9,1,TurnOd00
76,James Brooks*,CIN,31,RB,16,14,37,306,8.3,2,25,,2.3,19.1,9,BrooJa00
77,Buford McGee,RAM,29,FB,16,13,37,303,8.2,4,25,,2.3,18.9,2,McGeBu00
78,James Wilder,TAM,31,RB,15,4,36,335,9.3,3,27,,2.4,22.3,2,WildJa00
79,Steve Jordan*,MIN,28,TE,16,15,35,506,14.5,3,34,,2.2,31.6,1,JordSt00
80,Pete Mandley,KAN,28,WR,13,12,35,476,13.6,1,44,,2.7,36.6,1,MandPe00
81,Hoby Brenner,NOR,30,TE,16,16,34,398,11.7,4,30,,2.1,24.9,1,BrenHo00
82,Robert Delpino,RAM,24,RB,16,1,34,334,9.8,1,25,,2.1,20.9,1,DelpRo00
83,Merril Hoge,PIT,24,FB,16,16,34,271,8,0,22,,2.1,16.9,2,HogeMe00
84,Todd McNair,KAN,24,RB,14,0,34,372,10.9,1,24,,2.4,26.6,1,McNaTo00
85,Dave Meggett*,NYG,23,RB,16,2,34,531,15.6,4,62,,2.1,33.2,8,MeggDa00
86,Roger Vick,NYJ,25,FB,16,10,34,241,7.1,2,21,,2.1,15.1,4,VickRo00
87,Robert Awalt,PHO,25,TE,16,15,33,360,10.9,0,28,,2.1,22.5,0,AwalRo00
88,Emile Harry,KAN,26,WR,16,6,33,430,13,2,25,,2.1,26.9,1,HarrEm00
89,Ron Heller,ATL,26,TE,15,14,33,324,9.8,1,30,,2.2,21.6,1,HellRo00
90,Lionel Manuel,NYG,27,WR,16,12,33,539,16.3,1,49,,2.1,33.7,0,ManuLi00
91,Ferrell Edmunds*,MIA,24,TE,16,16,32,382,11.9,3,30,,2,23.9,1,EdmuFe00
92,Brad Muster,CHI,24,FB,16,16,32,259,8.1,3,25,,2,16.2,2,MustBr00
93,Freeman McNeil,NYJ,30,RB,11,7,31,310,10,1,25,,2.8,28.2,1,McNeFr00
94,Allen Pinkett,HOU,25,RB,16,6,31,239,7.7,1,23,,1.9,14.9,1,PinkAl00
95,Fred Banks,MIA,27,WR,15,3,30,520,17.3,1,61,,2,34.7,1,BankFr00
96,Eric Dickerson*,IND,29,RB,15,14,30,211,7,1,22,,2,14.1,10,DickEr00
97,Rick Fenney,MIN,25,FB,16,8,30,254,8.5,2,26,,1.9,15.9,4,FennRi00
98,Ron Hall,TAM,25,TE,16,15,30,331,11,2,32,,1.9,20.7,0,HallRo00
99,William Howard,TAM,25,FB,16,12,30,188,6.3,1,18,,1.9,11.8,2,HowaWi00
100,Ron Morris,CHI,25,WR,16,9,30,486,16.2,1,58,,1.9,30.4,1,MorrRo00
101,Jason Phillips,DET,23,WR,16,6,30,352,11.7,1,55,,1.9,22,1,PhilJa00
102,Irving Fryar,NWE,27,WR,11,5,29,537,18.5,3,52,,2.6,48.8,2,FryaIr00
103,Ronnie Harmon,BUF,25,RB,15,2,29,363,12.5,4,42,,1.9,24.2,2,HarmRo00
104,Ozzie Newsome,CLE,33,TE,16,13,29,324,11.2,1,31,,1.8,20.3,0,NewsOz00
105,Bob Perryman,NWE,25,FB,16,14,29,195,6.7,0,16,,1.8,12.2,2,PerrBo00
106,Mickey Shuler,NYJ,33,TE,7,7,29,322,11.1,0,22,,4.1,46,0,ShulMi00
107,Ottis Anderson,NYG,32,RB,16,16,28,268,9.6,0,26,,1.8,16.8,2,AndeOt00
108,Brian Brennan,CLE,27,WR,14,2,28,289,10.3,0,38,,2,20.6,1,BrenBr00
109,Steve Folsom,DAL,31,TE,16,16,28,265,9.5,2,26,,1.8,16.6,0,FolsSt00
110,Willie Gault,RAI,29,WR,16,16,28,690,24.6,4,84,,1.8,43.1,0,GaulWi00
111,Derek Hill,PIT,22,WR,16,8,28,455,16.3,1,53,,1.8,28.4,2,HillDe00
112,Mark Jackson,DEN,26,WR,16,16,28,446,15.9,2,49,,1.8,27.9,1,JackMa00
113,Steve Largent,SEA,35,WR,10,9,28,403,14.4,3,33,,2.8,40.3,0,LargSt00
114,Dennis McKinnon,CHI,28,WR,16,10,28,418,14.9,3,41,,1.8,26.1,3,McKiDe01
115,Stanley Morgan,NWE,34,WR,10,10,28,486,17.4,3,55,,2.8,48.6,0,MorgSt00
116,Keith Neubert,NYJ,25,TE,16,12,28,302,10.8,1,35,,1.8,18.9,2,NeubKe00
117,Mike Dyal,RAI,23,TE,16,16,27,499,18.5,2,67,,1.7,31.2,0,DyalMi00
118,Tim Manoa,CLE,25,FB,16,15,27,241,8.9,2,32,,1.7,15.1,2,ManoTi00
119,Zeke Mowatt,NYG,28,TE,16,11,27,288,10.7,0,31,,1.7,18,1,MowaZe00
120,Wendell Davis,CHI,23,WR,14,7,26,397,15.3,3,52,,1.9,28.4,0,DaviWe00
121,Jamie Holland,SDG,25,WR,16,6,26,336,12.9,0,37,,1.6,21,0,HollJa00
122,Michael Irvin,DAL,23,WR,6,6,26,378,14.5,2,65,,4.3,63,0,IrviMi00
123,Louis Clark,SEA,25,WR,16,6,25,260,10.4,1,28,,1.6,16.3,1,ClarLo00
124,Floyd Dixon,ATL,25,WR,16,5,25,357,14.3,2,53,,1.6,22.3,0,DixoFl00
125,Herman Heard,KAN,28,RB,16,10,25,246,9.8,1,27,,1.6,15.4,2,HearHe00
126,Damone Johnson,RAM,27,TE,16,16,25,148,5.9,5,22,,1.6,9.3,0,JohnDa01
127,Flip Johnson,BUF,26,WR,16,5,25,303,12.1,1,36,,1.6,18.9,0,JohnFl00
128,Steve Sewell,DEN,26,RB,16,3,25,416,16.6,3,56,,1.6,26,0,SeweSt00
129,Troy Stradford,MIA,25,RB,7,4,25,233,9.3,0,32,,3.6,33.3,4,StraTr00
130,Andre Brown,MIA,23,WR,16,0,24,410,17.1,5,48,,1.5,25.6,1,BrowAn00
131,Chris Burkett,2TM,27,WR,15,5,24,298,12.4,1,30,,1.6,19.9,0,BurkCh00
132,James Dixon,DAL,22,WR,16,7,24,477,19.9,2,75,,1.5,29.8,4,DixoJa00
133,Barry Sanders*+,DET,21,RB,15,13,24,282,11.8,0,46,,1.6,18.8,10,SandBa00
134,Walter Stanley,DET,27,WR,14,12,24,304,12.7,0,37,,1.7,21.7,5,StanWa00
135,James Thornton,CHI,24,TE,16,16,24,392,16.3,3,36,,1.5,24.5,2,ThorJa00
136,Wayne Walker,SDG,23,WR,13,4,24,395,16.5,1,49,,1.8,30.4,2,WalkWa00
137,Jay Novacek,PHO,27,TE,16,1,23,225,9.8,1,30,,1.4,14.1,0,NovaJa00
138,Jeff Query,GNB,22,WR,16,0,23,350,15.2,2,45,,1.4,21.9,1,QuerJe00
139,Vai Sikahema,PHO,27,RB,16,2,23,245,10.7,0,37,,1.4,15.3,2,SikaVa00
140,Curt Warner,SEA,28,RB,16,15,23,153,6.7,1,24,,1.4,9.6,7,WarnCu00
141,Clarence Weathers,2TM,27,WR,15,0,23,254,11,0,27,,1.5,16.9,1,WeatCl00
142,Mark Bavaro,NYG,26,TE,7,7,22,278,12.6,3,29,,3.1,39.7,0,BavaMa00
143,Arthur Cox,SDG,28,TE,16,16,22,200,9.1,2,24,,1.4,12.5,0,CoxxAr00
144,Bobby Humphrey,DEN,23,RB,16,12,22,156,7.1,1,13,,1.4,9.8,4,HumpBo00
145,Mike Mularkey,PIT,28,TE,14,14,22,326,14.8,1,34,,1.6,23.3,0,MulaMi00
146,Floyd Turner,NOR,23,WR,13,1,22,279,12.7,1,54,,1.7,21.5,1,TurnFl00
147,Ed West,GNB,28,TE,13,12,22,269,12.2,5,31,,1.7,20.7,0,WestEd00
148,Mike Young,DEN,27,WR,16,0,22,402,18.3,2,47,,1.4,25.1,0,YounMi00
149,Rod Bernstine,SDG,24,RB,5,0,21,222,10.6,1,36,,4.2,44.4,0,BernRo00
150,Clarence Kay,DEN,28,TE,16,16,21,197,9.4,2,20,,1.3,12.3,0,KayxCl00
151,John Stephens,NWE,23,RB,14,12,21,207,9.9,0,37,,1.5,14.8,3,StepJo00
152,Marcus Allen,RAI,29,RB,8,5,20,191,9.6,0,26,,2.5,23.9,2,AlleMa00
153,Alfred Anderson,MIN,28,FB,11,8,20,193,9.7,0,18,,1.8,17.5,3,AndeAl00
154,Aaron Cox,RAM,24,WR,16,3,20,340,17,3,51,,1.3,21.3,1,CoxxAa00
155,Ron Johnson,PHI,31,WR,14,9,20,295,14.8,1,34,,1.4,21.1,2,JohnRo01
156,Keith McKeller,BUF,25,WR,16,7,20,341,17.1,2,39,,1.3,21.3,1,McKeKe01
157,Brett Perriman,NOR,24,WR,14,1,20,356,17.8,0,47,,1.4,25.4,0,PerrBr00
158,Derrick Shepard,2TM,25,WR,15,8,20,304,15.2,1,37,,1.3,20.3,2,ShepDe00
159,Clarence Verdin,IND,26,WR,16,7,20,381,19.1,1,82,,1.3,23.8,1,VerdCl00
160,Greg Bell,RAM,27,RB,16,15,19,85,4.5,0,14,,1.2,5.3,7,BellGr00
161,Brent Fullwood*,GNB,26,FB,15,15,19,214,11.3,0,67,,1.3,14.3,6,FullBr00
162,Steve Smith,RAI,25,FB,16,16,19,140,7.4,0,14,,1.2,8.8,2,SmitSt00
163,Anthony Toney,PHI,27,FB,14,14,19,124,6.5,0,15,,1.4,8.9,4,ToneAn00
164,Earl Ferrell,PHO,31,FB,15,15,18,122,6.8,0,25,,1.2,8.1,2,FerrEa00
165,Jonathan Hayes,KAN,27,TE,16,16,18,229,12.7,2,23,,1.1,14.3,1,HayeJo00
166,Alonzo Highsmith,HOU,24,FB,16,16,18,201,11.2,2,32,,1.1,12.6,6,HighAl00
167,Aubrey Matthews,GNB,27,WR,13,3,18,200,11.1,0,25,,1.4,15.4,0,MattAu00
168,Pete Metzelaars,BUF,29,TE,16,16,18,179,9.9,2,23,,1.1,11.2,0,MetzPe00
169,Vance Mueller,RAI,25,RB,16,2,18,240,13.3,2,29,,1.1,15,0,MuelVa00
170,Tim Spencer,SDG,29,RB,16,11,18,112,6.2,0,23,,1.1,7,3,SpenTi00
171,Don Beebe,BUF,25,WR,14,0,17,317,18.6,2,63,,1.2,22.6,1,BeebDo00
172,Cap Boso,CHI,26,TE,16,0,17,182,10.7,1,43,,1.1,11.4,0,BosoCa00
173,Cornell Burbage,DAL,24,WR,10,1,17,134,7.9,0,15,,1.7,13.4,0,BurbCo00
174,Robert Drummond,PHI,22,RB,16,1,17,180,10.6,1,21,,1.1,11.3,0,DrumRo00
175,Ira Hillary,CIN,27,WR,16,1,17,162,9.5,1,17,,1.1,10.1,1,HillIr00
176,Mark Ingram,NYG,24,WR,16,3,17,290,17.1,1,41,,1.1,18.1,2,IngrMa00
177,Orson Mobley,DEN,26,TE,12,5,17,200,11.8,0,36,,1.4,16.7,0,MoblOr00
178,Paul Palmer,2TM,25,RB,14,8,17,93,5.5,0,13,,1.2,6.6,3,PalmPa00
179,Junior Tautalatasi,DAL,27,RB,13,0,17,157,9.2,0,23,,1.3,12.1,3,TautJu00
180,Jimmie Giles,PHI,35,TE,16,5,16,225,14.1,2,66,,1,14.1,0,GileJi00
181,Daryl Johnston,DAL,23,FB,16,10,16,133,8.3,3,28,,1,8.3,3,JohnDa00
182,Mike Alexander,RAI,24,WR,16,0,15,295,19.7,1,61,,0.9,18.4,0,AlexMi00
183,Maurice Carthon,NYG,28,FB,16,10,15,132,8.8,0,18,,0.9,8.3,1,CartMa00
184,Michael Haddix,GNB,28,RB,16,1,15,111,7.4,1,23,,0.9,6.9,2,HaddMi00
185,Keith Jones,CLE,23,RB,16,2,15,126,8.4,0,36,,0.9,7.9,1,JoneKe00
186,Mike Martin,CIN,29,WR,12,0,15,160,10.7,2,21,,1.3,13.3,1,MartMi00
187,Sylvester Stamps,TAM,28,RB,10,1,15,82,5.5,0,21,,1.5,8.2,2,StamSy00
188,Don Warren,WAS,33,TE,15,15,15,167,11.1,1,25,,1,11.1,0,WarrDo00
189,Tim Worley,PIT,23,RB,15,14,15,113,7.5,0,19,,1,7.5,9,WorlTi00
190,Pat Beach,IND,30,TE,16,13,14,87,6.2,2,17,,0.9,5.4,1,BeacPa00
191,D.J. Dozier,MIN,24,RB,14,6,14,148,10.6,0,30,,1,10.6,2,DoziDJ00
192,Willie Drewrey,TAM,26,WR,16,0,14,157,11.2,1,18,,0.9,9.8,0,DrewWi00
193,Jim Gustafson,MIN,28,WR,16,0,14,144,10.3,2,22,,0.9,9,0,GustJi00
194,Robert Tyler,SEA,24,TE,9,9,14,148,10.6,0,27,,1.6,16.4,0,TyleRo00
195,Sammy Winder,DEN,30,RB,16,2,14,91,6.5,0,19,,0.9,5.7,1,WindSa00
196,Stephen Baker,NYG,25,WR,15,4,13,255,19.6,2,39,,0.9,17,0,BakeSt00
197,Tom Brown,MIA,25,FB,9,7,13,117,9,0,23,,1.4,13,1,BrowTo00
198,Gregg Garrity,PHI,29,WR,9,0,13,209,16.1,2,31,,1.4,23.2,0,GarrGr00
199,Leonard Harris,HOU,29,WR,11,0,13,202,15.5,2,36,,1.2,18.4,1,HarrLe00
200,Craig Heyward,NOR,23,FB,16,6,13,69,5.3,0,12,,0.8,4.3,2,HeywCr00
201,Don Holmes,PHO,28,WR,15,1,13,271,20.8,1,77,,0.9,18.1,0,HolmDo00
202,Sammy Martin,NWE,24,WR,10,1,13,229,17.6,0,37,,1.3,22.9,1,MartSa00
203,Stacey Mobley,DET,24,WR,10,6,13,158,12.2,0,30,,1.3,15.8,0,MoblSt00
204,Mike Quick,PHI,30,WR,6,5,13,228,17.5,2,40,,2.2,38,0,QuicMi00
205,Dana Brinson,SDG,24,WR,10,0,12,71,5.9,0,11,,1.2,7.1,3,BrinDa00
206,Lin Dawson,NWE,30,TE,16,13,12,101,8.4,0,17,,0.8,6.3,0,DawsLi00
207,Chris Dressel,2TM,28,TE,15,1,12,191,15.9,1,49,,0.8,12.7,1,DresCh00
208,Eric Kattus,CIN,26,TE,16,1,12,93,7.8,0,16,,0.8,5.8,0,KattEr00
209,Leo Lewis,MIN,33,WR,16,0,12,148,12.3,1,28,,0.8,9.3,4,LewiLe00
210,Keith McDonald,DET,26,WR,6,3,12,138,11.5,0,24,,2,23,0,McDoKe00
211,Brad Beckman,ATL,25,TE,15,2,11,102,9.3,1,21,,0.7,6.8,0,BeckBr00
212,Carl Bland,GNB,28,WR,16,0,11,164,14.9,1,46,,0.7,10.3,0,BlanCa00
213,Mark Boyer,IND,27,TE,16,5,11,58,5.3,2,15,,0.7,3.6,1,BoyeMa00
214,Quinn Early,SDG,24,WR,6,3,11,126,11.5,0,21,,1.8,21,0,EarlQu00
215,William Harris,TAM,24,TE,16,2,11,102,9.3,1,21,,0.7,6.4,0,HarrWi00
216,Danny Peebles,TAM,23,WR,13,1,11,180,16.4,0,32,,0.8,13.8,1,PeebDa00
217,James Saxon,KAN,23,FB,16,2,11,86,7.8,0,18,,0.7,5.4,2,SaxoJa00
218,Lars Tate,TAM,23,RB,15,14,11,75,6.8,1,19,,0.7,5,2,TateLa00
219,Mel Bratton,DEN,24,RB,16,3,10,69,6.9,3,17,,0.6,4.3,0,BratMe00
220,Joe Caravello,SDG,26,TE,12,9,10,95,9.5,0,37,,0.8,7.9,0,CaraJo00
221,Stanford Jennings,CIN,27,FB,16,6,10,119,11.9,1,43,,0.6,7.4,1,JennSt00
222,Gerald McNeil,CLE,27,WR,16,0,10,114,11.4,0,32,,0.6,7.1,0,McNeGe00
223,Ricky Nattiel,DEN,23,WR,8,0,10,183,18.3,1,43,,1.3,22.9,2,NattRi00
224,Kendal Smith,CIN,24,WR,11,0,10,140,14,1,41,,0.9,12.7,1,SmitKe00
225,Mosi Tatupu,NWE,34,RB,14,0,10,54,5.4,0,11,,0.7,3.9,0,TatuMo00
226,Jeff Chadwick,2TM,29,WR,12,1,9,104,11.6,0,19,,0.8,8.7,0,ChadJe00
227,Billy Griggs,NYJ,27,TE,5,3,9,112,12.4,0,23,,1.8,22.4,0,GrigBi00
228,Bo Jackson,RAI,27,RB,11,9,9,69,7.7,0,20,,0.8,6.3,1,JackBo00
229,Travis McNeal,SEA,22,TE,16,6,9,147,16.3,0,48,,0.6,9.2,0,McNeTr00
230,Kevin Scott,DAL,26,RB,3,1,9,63,7,0,12,,3,21,0,ScotKe20
231,Matt Suhey,CHI,31,RB,16,0,9,73,8.1,1,22,,0.6,4.6,1,SuheMa00
232,Harry Sydney,SFO,30,RB,7,0,9,71,7.9,0,13,,1.3,10.1,1,SydnHa00
233,John Tice,NOR,29,TE,15,2,9,98,10.9,1,23,,0.6,6.5,0,TiceJo00
234,Mike Wilson,SFO,31,WR,16,1,9,103,11.4,1,19,,0.6,6.4,2,WilsMi00
235,Jeff Alexander,DEN,24,FB,14,6,8,84,10.5,0,28,,0.6,6,0,AlexJe00
236,Stacey Bailey,ATL,29,WR,15,0,8,170,21.3,0,41,,0.5,11.3,0,BailSt00
237,Carlos Carson,2TM,31,WR,13,4,8,107,13.4,1,28,,0.6,8.2,0,CarsCa00
238,Phil Epps,NYJ,31,WR,10,0,8,108,13.5,0,21,,0.8,10.8,0,EppsPh00
239,Lorenzo Hampton,MIA,27,RB,10,0,8,25,3.1,0,12,,0.8,2.5,1,HampLo00
240,James Lofton,BUF,33,WR,12,2,8,166,20.8,3,47,,0.7,13.8,0,LoftJa00
241,Jamie Morris,WAS,24,RB,12,3,8,65,8.1,0,17,,0.7,5.4,3,MorrJa00
242,Alfredo Roberts,KAN,24,TE,16,2,8,55,6.9,1,25,,0.5,3.4,0,RobeAl00
243,Greg Scales,NOR,23,TE,14,4,8,89,11.1,0,26,,0.6,6.4,0,ScalGr00
244,Heath Sherman,PHI,22,RB,15,1,8,85,10.6,0,17,,0.5,5.7,4,SherHe00
245,Robb Thomas,KAN,23,WR,8,1,8,58,7.3,2,12,,1,7.3,1,ThomRo01
246,Wesley Walker,NYJ,34,WR,6,3,8,89,11.1,0,31,,1.3,14.8,0,WalkWe00
247,Greg Werner,NYJ,23,TE,10,4,8,115,14.4,0,36,,0.8,11.5,0,WernGr00
248,Gary Wilkins,ATL,26,TE,13,0,8,179,22.4,3,36,,0.6,13.8,0,WilkGa00
249,Marion Butts,SDG,23,RB,15,5,7,21,3,0,8,,0.5,1.4,2,ButtMa00
250,Clint Didier,GNB,30,TE,16,4,7,71,10.1,1,24,,0.4,4.4,0,DidiCl00
251,Bernard Ford,DAL,23,WR,10,1,7,78,11.1,1,21,,0.7,7.8,0,FordBe00
252,Michael Harper,NYJ,28,WR,6,4,7,127,18.1,0,48,,1.2,21.2,0,HarpMi00
253,Tommy Kane,SEA,25,WR,5,0,7,94,13.4,0,20,,1.4,18.8,0,KaneTo00
254,Craig McEwen,SDG,24,RB,4,3,7,99,14.1,0,29,,1.8,24.8,0,McEwCr00
255,Gerald Riggs,WAS,29,RB,12,7,7,67,9.6,0,13,,0.6,5.6,3,RiggGe00
256,Lee Rouson,NYG,27,RB,16,0,7,121,17.3,0,39,,0.4,7.6,0,RousLe00
257,Scott Schwedes,MIA,24,WR,9,0,7,174,24.9,1,65,,0.8,19.3,3,SchwSc00
258,Don Smith,TAM,26,RB,11,0,7,110,15.7,0,44,,0.6,10,1,SmitDo00
259,Sammie Smith,MIA,22,RB,13,12,7,81,11.6,0,34,,0.5,6.2,6,SmitSa00
260,Dwight Stone,PIT,25,WR,16,8,7,92,13.1,0,16,,0.4,5.8,2,StonDw00
261,Eric Ball,CIN,23,FB,15,9,6,44,7.3,0,15,,0.4,2.9,3,BallEr00
262,Howard Cross,NYG,22,TE,16,4,6,107,17.8,1,27,,0.4,6.7,1,CrosHo00
263,Kenneth Davis,BUF,27,RB,16,0,6,92,15.3,2,29,,0.4,5.8,2,DaviKe00
264,Reggie Dupard,2TM,26,RB,14,2,6,70,11.7,0,45,,0.4,5,1,DupaRe00
