Rk,Player,Tm,Age,Pos,G,GS,Rec,Yds,Y/R,TD,Lng,Y/Tgt,R/G,Y/G,Fmb,Player-additional
265,Randy Love,STL,28,RB,16,1,7,33,4.7,1,16,,0.4,2.1,1,LoveRa00
266,John Riggins,WAS,35,RB,14,14,7,43,6.1,0,11,,0.5,3.1,7,RiggJo00
267,Paul Skansi,SEA,23,WR,7,0,7,85,12.1,0,27,,1,12.1,0,SkanPa00
268,Michael Williams,PHI,23,RB,16,1,7,47,6.7,0,15,,0.4,2.9,1,WillMi01
269,Brian Baschnagel,CHI,30,WR,16,1,6,53,8.8,0,17,,0.4,3.3,1,BascBr00
270,Woody Bennett,MIA,29,FB,16,9,6,44,7.3,1,20,,0.4,2.8,4,BennWo00
271,Melvin Hoover,PHI,25,WR,12,1,6,143,23.8,2,44,,0.5,11.9,0,HoovMe00
272,Mike Landrum,ATL,23,TE,15,0,6,66,11,0,30,,0.4,4.4,0,LandMi20
273,Eric Mullins,HOU,22,WR,13,1,6,85,14.2,1,25,,0.5,6.5,0,MullEr20
274,Tony Paige,NYJ,22,RB,16,2,6,31,5.2,1,10,,0.4,1.9,1,PaigTo00
275,Rick Parros,DEN,26,RB,15,2,6,25,4.2,0,9,,0.4,1.7,0,ParrRi00
276,John Tice,NOR,24,TE,10,0,6,55,9.2,1,17,,0.6,5.5,0,TiceJo00
277,David Verser,CIN,26,WR,11,0,6,113,18.8,0,28,,0.5,10.3,0,VersDa00
278,Ed West,GNB,23,TE,16,0,6,54,9,4,29,,0.4,3.4,0,WestEd00
279,Jay Carroll,TAM,23,TE,16,2,5,50,10,1,17,,0.3,3.1,0,CarrJa20
280,Dwayne Dixon,TAM,22,WR,10,0,5,69,13.8,0,21,,0.5,6.9,0,DixoDw20
281,Bruce Harper,NYJ,29,RB,4,0,5,71,14.2,0,28,,1.3,17.8,0,HarpBr00
282,Chris Kolodziejski,PIT,23,TE,7,3,5,59,11.8,0,22,,0.7,8.4,0,KoloCh20
283,Cedric Mack,STL,24,DB,12,0,5,61,12.2,0,22,,0.4,5.1,0,MackCe20
284,Pete Metzelaars,SEA,24,TE,9,4,5,80,16,0,25,,0.6,8.9,1,MetzPe00
285,Wayne Morris,SDG,30,RB,10,3,5,20,4,0,9,,0.5,2,0,MorrWa00
286,Mike Pruitt,CLE,30,RB,10,7,5,29,5.8,0,9,,0.5,2.9,1,PruiMi00
287,Del Rodgers,GNB,24,RB,14,0,5,56,11.2,0,22,,0.4,4,1,RodgDe00
288,Rick Walker,WAS,29,TE,16,14,5,52,10.4,1,19,,0.3,3.3,0,WalkRi00
289,Charles White,CLE,26,RB,10,1,5,29,5.8,0,17,,0.5,2.9,0,WhitCh00
290,Van Williams,BUF,25,RB,16,0,5,46,9.2,1,32,,0.3,2.9,1,WillVa00
291,Dave Casper,RAI,32,TE,7,0,4,29,7.3,2,13,,0.6,4.1,0,CaspDa00
292,Henry Childs,GNB,33,TE,3,2,4,32,8,0,17,,1.3,10.7,0,ChilHe00
293,Bennie Cunningham,PIT,30,TE,7,4,4,64,16,1,29,,0.6,9.1,0,CunnBe00
294,Dennis Gentry,CHI,25,RB,16,0,4,29,7.3,0,13,,0.3,1.8,0,GentDe00
295,Larry Hardy,NOR,28,TE,6,0,4,50,12.5,1,28,,0.7,8.3,0,HardLa00
296,Gene Lang,DEN,22,RB,16,0,4,24,6,1,9,,0.3,1.5,0,LangGe00
297,Gary Lewis,GNB,26,TE,3,2,4,29,7.3,0,15,,1.3,9.7,0,LewiGa00
298,James McDonald,RAM,23,TE,16,1,4,55,13.8,0,22,,0.3,3.4,0,McDoJa00
299,Mike Mosley,BUF,26,WR,4,0,4,38,9.5,0,17,,1,9.5,0,MoslMi00
300,Chuck Muncie,SDG,31,RB,1,1,4,38,9.5,0,20,,4,38,1,MuncCh00
301,Barry Redden,RAM,24,RB,14,0,4,39,9.8,0,14,,0.3,2.8,0,ReddBa00
302,Allen Rice,MIN,22,RB,14,0,4,59,14.8,1,24,,0.3,4.2,1,RiceAl00
303,Carl Roaches,HOU,31,WR,16,0,4,69,17.3,0,24,,0.3,4.3,1,RoacCa00
304,Bo Robinson,NWE,28,TE,16,1,4,32,8,1,17,,0.3,2,0,RobiBo00
305,Sylvester Stamps,ATL,23,WR,10,0,4,48,12,0,31,,0.4,4.8,2,StamSy00
306,Craig White,BUF,23,WR,14,0,4,28,7,0,11,,0.3,2,0,WhitCr20
307,Brad Anderson,CHI,23,WR,13,3,3,77,25.7,1,49,,0.2,5.9,0,AndeBr20
308,Cullen Bryant,SEA,33,RB,9,2,3,20,6.7,0,11,,0.3,2.2,0,BryaCu00
309,Earl Campbell,2TM,29,RB,14,6,3,27,9,0,15,,0.2,1.9,2,CampEa00
310,Mel Carver,TAM,25,RB,5,1,3,27,9,0,12,,0.6,5.4,1,CarvMe00
311,Kenny Duckett,NOR,25,WR,11,0,3,24,8,0,11,,0.3,2.2,0,DuckKe00
312,John Goode,STL,22,TE,16,1,3,23,7.7,0,10,,0.2,1.4,0,GoodJo20
313,Rocky Klever,NYJ,25,TE,16,2,3,29,9.7,1,13,,0.2,1.8,0,KlevRo00
314,Pete Mandley,DET,23,WR,15,0,3,38,12.7,0,19,,0.2,2.5,2,MandPe00
315,Reese McCall,DET,28,TE,16,5,3,15,5,0,7,,0.2,0.9,0,McCaRe00
316,Bill Ring,SFO,28,RB,16,1,3,10,3.3,0,15,,0.2,0.6,0,RingBi00
317,Don Summers,DEN,23,TE,16,1,3,32,10.7,0,16,,0.2,2,0,SummDo20
318,Chris Brewer,DEN,22,RB,13,0,2,20,10,0,16,,0.2,1.5,1,BrewCh00
319,Ron Cassidy,GNB,27,WR,15,0,2,16,8,0,10,,0.1,1.1,0,CassRo00
320,Fred Cornwell,DAL,23,TE,14,1,2,23,11.5,1,13,,0.1,1.6,0,CornFr22
321,Dwayne Crutchfield,RAM,25,RB,15,0,2,11,5.5,1,7,,0.1,0.7,1,CrutDw00
322,Zachary Dixon,SEA,28,RB,13,2,2,6,3,0,6,,0.2,0.5,1,DixoZa00
323,John Farley,CIN,23,RB,13,0,2,11,5.5,0,10,,0.2,0.8,1,FarlJo20
324,Gregg Garrity,2TM,24,WR,10,0,2,22,11,0,12,,0.2,2.2,0,GarrGr00
325,Andre Hardy,PHI,23,RB,6,0,2,22,11,0,13,,0.3,3.7,0,HardAn00
326,Pete Johnson,2TM,30,RB,16,0,2,7,3.5,0,7,,0.1,0.4,1,JohnPe00
327,Don Kern,CIN,22,TE,16,0,2,14,7,0,9,,0.1,0.9,0,KernDo20
328,Mitch Krenk,CHI,25,TE,8,0,2,31,15.5,0,24,,0.3,3.9,0,KrenMi20
329,Tom Mullady,NYG,27,TE,16,0,2,35,17.5,0,22,,0.1,2.2,0,MullTo00
330,Jesse Myles,DEN,24,RB,7,0,2,22,11,0,12,,0.3,3.1,0,MyleJe20
331,Darrell Nelson,PIT,23,TE,11,9,2,31,15.5,0,19,,0.2,2.8,0,NelsDa20
332,James Owens,TAM,29,RB,4,0,2,13,6.5,1,9,,0.5,3.3,0,OwenJa00
333,Greg Pruitt,RAI,33,RB,15,0,2,12,6,0,8,,0.1,0.8,9,PruiGr00
334,Dwight Scales,SEA,31,WR,4,0,2,22,11,0,11,,0.5,5.5,0,ScalDw00
335,Kurt Sohn,NYJ,27,WR,5,0,2,28,14,0,16,,0.4,5.6,0,SohnKu00
336,Calvin Sweeney,PIT,29,WR,9,1,2,25,12.5,0,16,,0.2,2.8,0,SweeCa00
337,Stanley Wilson,CIN,23,RB,1,0,2,15,7.5,0,11,,2,15,0,WilsSt00
338,Kevin Belcher,NYG,23,C,16,16,1,4,4,0,4,,0.1,0.3,0,BelcKe20
339,Rickey Bolden,CLE,23,TE,12,9,1,19,19,0,19,,0.1,1.6,1,BoldRi20
340,Nick Bruckner,NYJ,23,WR,16,0,1,11,11,0,11,,0.1,0.7,0,BrucNi20
341,Brian Cabral,CHI,28,LB,16,0,1,7,7,0,7,,0.1,0.4,0,CabrBr20
342,Jack Cameron,CHI,23,WR,16,1,1,13,13,0,13,,0.1,0.8,0,CameJa20
343,Harold Carmichael,DAL,35,WR,2,0,1,7,7,0,7,,0.5,3.5,0,CarmHa00
344,William Curran,ATL,25,WR,14,0,1,7,7,0,7,,0.1,0.5,2,CurrWi20
345,Dave D'Addio,DET,23,RB,16,2,1,12,12,0,12,,0.1,0.8,0,DAddDa20
346,Gary Danielson,DET,33,QB,15,14,1,22,22,1,22,,0.1,1.5,7,DaniGa00
347,Scott Dierking,TAM,29,RB,8,2,1,5,5,1,5,,0.1,0.6,0,DierSc00
348,Chris Faulkner,RAM,24,TE,8,0,1,6,6,0,6,,0.1,0.8,0,FaulCh20
349,Dan Fouts,SDG,33,QB,13,13,1,0,0,0,0,,0.1,0,8,FoutDa00
350,Alvin Garrett,WAS,28,WR,3,0,1,5,5,0,5,,0.3,1.7,0,GarrAl00
351,Scoop Gillespie,PIT,22,RB,14,0,1,12,12,0,12,,0.1,0.9,1,GillSc20
352,Andrew Gissinger,SDG,25,T,16,4,1,3,3,0,3,,0.1,0.2,0,GissAn20
353,Derrick Harmon,SFO,21,RB,16,0,1,2,2,0,2,,0.1,0.1,1,HarmDe00
354,Franco Harris,SEA,34,FB,8,6,1,3,3,0,3,,0.1,0.4,0,HarrFr00
355,Don Hasselbeck,MIN,29,TE,16,0,1,10,10,0,10,,0.1,0.6,0,HassDo00
356,Anthony Hutchison,CHI,23,RB,12,0,1,7,7,0,7,,0.1,0.6,0,HutcAn20
357,Derrick Jensen,RAI,28,TE,16,0,1,1,1,1,1,,0.1,0.1,0,JensDe00
358,Anthony Jones,WAS,24,TE,16,0,1,6,6,0,6,,0.1,0.4,0,JoneAn21
359,Donald Jordan,CHI,22,RB,13,0,1,6,6,0,6,,0.1,0.5,1,JordDo20
360,Rick Kane,WAS,30,RB,12,0,1,7,7,0,7,,0.1,0.6,3,KaneRi00
361,Tommy Kramer,MIN,29,QB,9,9,1,20,20,1,20,,0.1,2.2,10,KramTo00
362,Gary Kubiak,DEN,23,QB,7,2,1,20,20,0,20,,0.1,2.9,1,KubiGa00
363,Terry LeCount,MIN,28,WR,2,1,1,14,14,0,14,,0.5,7,0,LeCoTe00
364,Dave Little,KAN,23,TE,10,1,1,13,13,0,13,,0.1,1.3,0,LittDa20
365,Dave Logan,DEN,30,WR,4,0,1,3,3,0,3,,0.3,0.8,0,LogaDa00
366,Robbie Martin,DET,26,WR,14,0,1,9,9,0,9,,0.1,0.6,5,MartRo20
367,Allama Matthews,ATL,23,RB,6,0,1,7,7,0,7,,0.2,1.2,0,MattAl00
368,Paul McDonald,CLE,26,QB,16,16,1,-4,-4,0,-4,,0.1,-0.3,16,McDoPa00
369,Jim McMahon,CHI,25,QB,9,9,1,42,42,0,42,,0.1,4.7,1,McMaJi00
370,John Mistler,2TM,26,WR,4,0,1,5,5,0,5,,0.3,1.3,0,MistJo00
371,Blake Moore,GNB,26,G,11,4,1,3,3,1,3,,0.1,0.3,0,MoorBl20
372,Anthony Munoz*,CIN,26,LT,16,16,1,1,1,1,1,,0.1,0.1,0,MunoAn00
373,Kirk Phillips,DAL,24,WR,8,0,1,6,6,0,6,,0.1,0.8,0,PhilKi21
374,Phil Pozderac,DAL,25,LT/RT,15,14,1,1,1,0,1,,0.1,0.1,0,PozdPh20
375,Robert Pratt,SEA,33,RG,16,16,1,30,30,0,30,,0.1,1.9,0,PratRo20
376,Phil Simms,NYG,29,QB,16,16,1,13,13,0,13,,0.1,0.8,8,SimmPh00
377,Waddell Smith,DAL,29,WR,2,0,1,7,7,0,7,,0.5,3.5,0,SmitWa20
378,Tim Stracka,CLE,25,TE,6,1,1,15,15,0,15,,0.2,2.5,0,StraTi20
379,Dave Studdard,DEN,29,LT,16,16,1,-4,-4,0,-4,,0.1,-0.3,0,StudDa20
380,Lenny Taylor,GNB,23,WR,2,0,1,8,8,0,8,,0.5,4,0,TaylLe21
381,Perry Tuttle,2TM,25,WR,8,0,1,7,7,0,7,,0.1,0.9,0,TuttPe00
382,Curt Warner,SEA,23,RB,1,1,1,19,19,0,19,,1,19,0,WarnCu00
383,Glen Young,CLE,24,WR,2,1,1,47,47,0,47,,0.5,23.5,0,YounGl20
