Rk,Player,Tm,Age,Pos,G,GS,Rec,Yds,Y/R,TD,Lng,Y/Tgt,R/G,Y/G,Fmb,Player-additional
104,Billy Sims,DET,29,RB,8,8,31,239,7.7,0,20,,3.9,29.9,6,SimsBi00
105,Preston Dennard,BUF,29,WR,16,13,30,417,13.9,7,68,,1.9,26.1,1,DennPr00
106,Clint Didier,WAS,25,TE,11,2,30,350,11.7,5,44,,2.7,31.8,0,DidiCl00
107,Stephone Paige,KAN,23,WR,16,1,30,541,18,4,65,,1.9,33.8,0,PaigSt00
108,Tony Woodruff,PHI,26,WR,16,6,30,484,16.1,3,38,,1.9,30.3,0,WoodTo00
109,Charles Alexander,CIN,27,FB,16,12,29,203,7,0,22,,1.8,12.7,2,AlexCh00
110,Jerry Bell,TAM,25,TE,16,11,29,397,13.7,4,27,,1.8,24.8,0,BellJe00
111,Jessie Clark,GNB,24,FB,11,10,29,234,8.1,2,20,,2.6,21.3,2,ClarJe00
112,Dennis McKinnon,CHI,23,WR,12,12,29,431,14.9,3,32,,2.4,35.9,1,McKiDe01
113,Emery Moorehead,CHI,30,TE,16,9,29,497,17.1,1,50,,1.8,31.1,0,MoorEm00
114,Tyrone Young,NOR,24,WR,16,8,29,597,20.6,3,74,,1.8,37.3,1,YounTy00
115,Hoby Brenner,NOR,25,TE,16,16,28,554,19.8,6,57,,1.8,34.6,0,BrenHo00
116,Bruce Hardy,MIA,28,TE,16,5,28,257,9.2,5,19,,1.8,16.1,0,HardBr00
117,Willie Scott,KAN,25,TE,15,12,28,253,9,3,27,,1.9,16.9,0,ScotWi00
118,Wendell Tyler*,SFO,29,RB,16,15,28,230,8.2,2,26,,1.8,14.4,13,TyleWe00
119,Cliff Branch,RAI,36,WR,14,14,27,401,14.9,0,47,,1.9,28.6,0,BranCl00
120,Darrin Nelson,MIN,25,RB,15,8,27,162,6,1,17,,1.8,10.8,4,NelsDa00
121,Gerald Willhite,DEN,25,RB,16,1,27,298,11,0,63,,1.7,18.6,3,WillGe00
122,Cliff Benson,ATL,23,TE,16,16,26,244,9.4,0,30,,1.6,15.3,0,BensCl00
123,Rob Carpenter,NYG,29,FB,16,16,26,209,8,1,19,,1.6,13.1,2,CarpRo01
124,Phil Epps,GNB,26,WR,16,4,26,435,16.7,3,56,,1.6,27.2,1,EppsPh00
125,Earl Ferrell,STL,26,FB,16,9,26,218,8.4,1,21,,1.6,13.6,3,FerrEa00
126,Kenny Jackson,PHI,22,WR,11,9,26,398,15.3,1,83,,2.4,36.2,0,JackKe01
127,John Jefferson,GNB,28,WR,13,12,26,339,13,0,33,,2,26.1,0,JeffJo00
128,Stump Mitchell,STL,25,RB,16,1,26,318,12.2,2,44,,1.6,19.9,6,MitcSt00
129,Timmy Newsome,DAL,26,RB,15,4,26,263,10.1,0,29,,1.7,17.5,3,NewsTi00
130,Bobby Duckworth,SDG,26,WR,16,1,25,715,28.6,4,88,,1.6,44.7,1,DuckBo00
131,Herman Heard,KAN,23,RB,16,9,25,223,8.9,0,17,,1.6,13.9,5,HearHe00
132,Freeman McNeil*,NYJ,25,RB,12,12,25,294,11.8,1,32,,2.1,24.5,4,McNeFr00
133,Jimmie Giles,TAM,30,TE,14,14,24,310,12.9,2,38,,1.7,22.1,0,GileJi00
134,Floyd Hodge,ATL,25,WR,12,1,24,234,9.8,0,26,,2,19.5,1,HodgFl00
135,Billy Johnson,ATL,32,WR,6,0,24,371,15.5,3,45,,4,61.8,1,JohnBi01
136,Byron Williams,NYG,24,WR,16,0,24,471,19.6,2,65,,1.5,29.4,0,WillBy00
137,Ron Brown,RAM,23,WR,16,0,23,478,20.8,4,54,,1.4,29.9,0,BrowRo01
138,Russ Francis,SFO,31,TE,10,8,23,285,12.4,2,32,,2.3,28.5,1,FranRu00
139,Lionel James,SDG,22,RB,16,2,23,206,9,0,31,,1.4,12.9,9,JameLi00
140,Robb Riddick,BUF,27,RB,16,0,23,276,12,0,38,,1.4,17.3,1,RiddRo00
141,Adger Armstrong,TAM,27,FB,15,9,22,180,8.2,3,18,,1.5,12,1,ArmsAd00
142,Theo Bell,TAM,31,WR,15,0,22,350,15.9,0,29,,1.5,23.3,1,BellTh00
143,Matt Bouza,IND,25,WR,16,4,22,270,12.3,0,22,,1.4,16.9,1,BouzMa00
144,Ricky Feacher,CLE,30,WR,16,3,22,382,17.4,1,64,,1.4,23.9,0,FeacRi00
145,Eugene Goodlow,NOR,26,WR,10,6,22,281,12.8,3,23,,2.2,28.1,0,GoodEu00
146,Mike Holston,HOU,26,WR,16,3,22,287,13,1,28,,1.4,17.9,0,HolsMi00
147,David Hughes,SEA,25,FB,16,6,22,121,5.5,1,25,,1.4,7.6,4,HughDa01
148,Craig James,NWE,23,RB,15,7,22,159,7.2,0,16,,1.5,10.6,4,JameCr00
149,Dokie Williams,RAI,24,WR,16,2,22,509,23.1,4,75,,1.4,31.8,0,WillDo00
150,Willis Adams,CLE,28,WR,16,0,21,261,12.4,0,24,,1.3,16.3,1,AdamWi00
151,Julius Dawkins,BUF,23,WR,16,3,21,295,14,2,37,,1.3,18.4,0,DawkJu00
152,Eric Dickerson*+,RAM,24,RB,16,16,21,139,6.6,0,19,,1.3,8.7,14,DickEr00
153,Rodney Holman,CIN,24,TE,16,2,21,239,11.4,1,27,,1.3,14.9,1,HolmRo00
154,Ken Jenkins,DET,25,RB,14,3,21,246,11.7,0,68,,1.5,17.6,0,JenkKe00
155,Frank Pollard,PIT,27,FB,15,15,21,186,8.9,0,18,,1.4,12.4,9,PollFr00
156,Lindsay Scott,NOR,24,WR,16,5,21,278,13.2,1,37,,1.3,17.4,1,ScotLi00
157,Sammy White,MIN,30,WR,13,11,21,399,19,1,47,,1.6,30.7,1,WhitSa00
158,Stan Edwards,HOU,24,RB,14,1,20,151,7.6,0,20,,1.4,10.8,2,EdwaSt00
159,Johnny Hector,NYJ,24,RB,13,2,20,182,9.1,0,26,,1.5,14,2,HectJo00
160,Harry Holt,CLE,27,TE,12,8,20,261,13.1,0,36,,1.7,21.8,0,HoltHa00
161,Steve Kreider,CIN,26,WR,16,3,20,243,12.2,1,27,,1.3,15.2,1,KreiSt00
162,Steve Bryant,HOU,25,WR,14,4,19,278,14.6,0,28,,1.4,19.9,1,BryaSt00
163,Derrick Gaffney,NYJ,29,WR,12,7,19,285,15,0,29,,1.6,23.8,0,GaffDe00
164,Mike Guman,RAM,26,FB,16,13,19,161,8.5,0,29,,1.2,10.1,0,GumaMi00
165,Eddie Lee Ivery,GNB,27,RB,10,5,19,141,7.4,1,18,,1.9,14.1,1,IverEd00
166,Cedric Jones,NWE,24,WR,14,3,19,244,12.8,2,22,,1.4,17.4,1,JoneCe00
167,Larry Kinnebrew,CIN,25,FB,16,4,19,159,8.4,1,22,,1.2,9.9,4,KinnLa00
168,Randy McMillan,IND,26,FB,16,16,19,201,10.6,0,44,,1.2,12.6,1,McMiRa00
169,Mitchell Brookins,BUF,24,WR,16,0,18,318,17.7,1,70,,1.1,19.9,0,BrooMi00
170,Charlie Brown,WAS,26,WR,9,4,18,200,11.1,3,36,,2,22.2,0,BrowCh00
171,Jimmy Cefalo,MIA,28,WR,16,0,18,185,10.3,2,25,,1.1,11.6,1,CefaJi00
172,Renaldo Nehemiah,SFO,25,WR,16,0,18,357,19.8,2,59,,1.1,22.3,0,NeheRe00
173,Herkie Walls,HOU,23,WR,14,10,18,291,16.2,1,76,,1.3,20.8,0,WallHe00
174,Don Warren,WAS,28,TE,16,16,18,192,10.7,0,26,,1.1,12,0,WarrDo00
175,Alfred Anderson,MIN,23,FB,16,14,17,102,6,1,28,,1.1,6.4,8,AndeAl00
176,Paul Johns,SEA,26,WR,4,2,17,207,12.2,1,32,,4.3,51.8,2,JohnPa01
177,Greg LaFleur,STL,26,TE,16,5,17,198,11.6,0,23,,1.1,12.4,0,LaFlGr00
178,Jeff Moore,WAS,28,RB,7,0,17,115,6.8,2,18,,2.4,16.4,1,MoorJe01
179,John Sawyer,DEN,31,TE,10,8,17,122,7.2,0,25,,1.7,12.2,0,SawyJo00
180,Weegie Thompson,PIT,23,WR,16,7,17,291,17.1,3,59,,1.1,18.2,1,ThomWe00
181,Mike Wilson,SFO,26,WR,13,3,17,245,14.4,1,44,,1.3,18.8,0,WilsMi00
182,Walter Abercrombie,PIT,25,RB,14,7,16,135,8.4,0,59,,1.1,9.6,0,AberWa00
183,Jesse Bendross,SDG,22,WR,16,0,16,213,13.3,0,29,,1,13.3,1,BendJe00
184,Tony Collins,NWE,25,RB,16,5,16,100,6.3,0,19,,1,6.3,3,CollTo01
185,Glenn Dennison,NYJ,23,TE,16,9,16,141,8.8,1,20,,1,8.8,0,DennGl00
186,Clarence Kay,DEN,23,TE,16,13,16,136,8.5,3,21,,1,8.5,1,KayxCl00
187,David Lewis,DET,23,TE,16,7,16,236,14.8,3,58,,1,14.8,2,LewiDa01
188,Mosi Tatupu,NWE,29,RB,16,4,16,159,9.9,0,24,,1,9.9,4,TatuMo00
189,Billy Jackson,KAN,25,RB,16,9,15,101,6.7,1,11,,0.9,6.3,2,JackBi00
190,Frank Middleton,IND,24,RB,16,5,15,112,7.5,1,16,,0.9,7,2,MiddFr00
191,Joe Senser,MIN,28,TE,8,1,15,110,7.3,0,26,,1.9,13.8,0,SensJo00
192,Curtis Dickey,IND,28,RB,10,9,14,135,9.6,0,33,,1.4,13.5,6,DickCu00
193,Willard Harrell,STL,32,RB,16,0,14,106,7.6,0,15,,0.9,6.6,0,HarrWi01
194,Drew Hill,RAM,28,WR,16,16,14,390,27.9,4,68,,0.9,24.4,0,HillDr00
195,Bobby Humphery,NYJ,23,WR,16,4,14,206,14.7,1,44,,0.9,12.9,2,HumpBo20
196,Kenny King,RAI,27,FB,16,16,14,99,7.1,0,15,,0.9,6.2,3,KingKe00
197,Mike Mularkey,MIN,23,TE,16,2,14,134,9.6,2,26,,0.9,8.4,1,MulaMi00
198,Rob Rubick,DET,24,TE,16,9,14,188,13.4,1,29,,0.9,11.8,0,RubiRo00
199,Dave Young,IND,25,TE,13,9,14,164,11.7,2,28,,1.1,12.6,0,YounDa00
200,Jim Jensen,MIA,26,WR,16,2,13,139,10.7,2,20,,0.8,8.7,0,JensJi00
201,Ken Lacy,KAN,24,RB,15,4,13,87,6.7,2,20,,0.9,5.8,2,LacyKe00
202,Byron Walker,SEA,24,WR,16,0,13,236,18.2,1,41,,0.8,14.8,0,WalkBy00
203,Joe Washington,WAS,31,RB,7,0,13,74,5.7,0,12,,1.9,10.6,3,WashJo00
204,Tyrone Anthony,NOR,22,RB,15,0,12,113,9.4,0,32,,0.8,7.5,1,AnthTy00
205,Lynn Cain,ATL,29,RB,15,2,12,87,7.3,0,18,,0.8,5.8,2,CainLy00
206,Isaac Curtis,CIN,34,WR,16,13,12,135,11.3,0,22,,0.8,8.4,1,CurtIs00
207,Boyce Green,CLE,24,RB,16,10,12,124,10.3,1,44,,0.8,7.8,3,GreeBo00
208,Joe Morris,NYG,24,RB,16,8,12,124,10.3,0,26,,0.8,7.8,1,MorrJo00
209,George Rogers,NOR,26,RB,16,16,12,76,6.3,0,15,,0.8,4.8,2,RogeGe00
210,Joe Rose,MIA,27,TE,9,0,12,195,16.3,2,34,,1.3,21.7,0,RoseJo00
211,Walt Arnold,2TM,26,TE,14,4,11,95,8.6,1,15,,0.8,6.8,0,ArnoWa00
212,Earnest Byner,CLE,22,RB,16,3,11,118,10.7,0,26,,0.7,7.4,3,ByneEa00
213,Dwight Collins,MIN,23,WR,16,1,11,143,13,1,43,,0.7,8.9,0,CollDw00
214,Ron Egloff,SDG,29,TE,12,4,11,92,8.4,0,17,,0.9,7.7,0,EgloRo00
215,Irving Fryar,NWE,22,WR,14,3,11,164,14.9,1,26,,0.8,11.7,4,FryaIr00
216,Bernard Henry,IND,24,WR,14,0,11,139,12.6,2,19,,0.8,9.9,0,HenrBe00
217,Eric Lane,SEA,25,RB,15,7,11,101,9.2,1,55,,0.7,6.7,1,LaneEr00
218,Mike Martin,CIN,24,WR,15,0,11,164,14.9,0,42,,0.7,10.9,4,MartMi00
219,Carl Monroe,SFO,24,RB,16,0,11,139,12.6,1,47,,0.7,8.7,2,MonrCa00
220,Tim Sherwin,IND,26,TE,16,8,11,169,15.4,0,26,,0.7,10.6,0,SherTi00
221,James Wright,DEN,28,TE,16,9,11,118,10.7,1,21,,0.7,7.4,0,WrigJa00
222,Marion Barber Jr.,NYJ,25,FB,14,6,10,79,7.9,0,17,,0.7,5.6,3,BarbMa00
223,Anthony Hancock,KAN,24,WR,14,0,10,217,21.7,1,46,,0.7,15.5,1,HancAn00
224,Mark McGrath,WAS,27,WR,13,2,10,118,11.8,1,24,,0.8,9.1,0,McGrMa00
225,Cedric Minter,NYJ,26,RB,8,2,10,109,10.9,1,39,,1.3,13.6,1,MintCe00
226,Danny Pittman,STL,26,WR,10,0,10,145,14.5,0,50,,1,14.5,1,PittDa00
227,Dwight Walker,CLE,25,WR,11,1,10,122,12.2,0,25,,0.9,11.1,1,WalkDw20
228,Dexter Bussey,DET,32,RB,16,3,9,63,7,0,19,,0.6,3.9,0,BussDe00
229,Ray Crouse,GNB,25,RB,16,0,9,93,10.3,1,25,,0.6,5.8,0,CrouRa00
230,Pat Dunsmore,CHI,25,TE,11,0,9,106,11.8,1,25,,0.8,9.6,0,DunsPa00
231,Otis Grant,RAM,23,WR,14,0,9,64,7.1,0,15,,0.6,4.6,0,GranOt00
232,Vyto Kab,PHI,25,TE,16,3,9,102,11.3,3,26,,0.6,6.4,0,KabxVy00
233,Mike McCloskey,HOU,23,TE,15,0,9,152,16.9,1,51,,0.6,10.1,0,McClMi00
234,Buford McGee,SDG,24,RB,16,0,9,76,8.4,2,43,,0.6,4.8,1,McGeBu00
235,Alvin Moore,IND,25,RB,13,2,9,52,5.8,0,12,,0.7,4,3,MoorAl00
236,Randall Morris,SEA,23,RB,10,2,9,61,6.8,0,18,,0.9,6.1,2,MorrRa00
237,Speedy Neal,BUF,22,RB,12,1,9,76,8.4,0,18,,0.8,6.3,0,NealSp00
238,Jay Saldi,CHI,30,TE,15,7,9,90,10,0,20,,0.6,6,2,SaldJa00
239,Clint Sampson,DEN,23,WR,12,3,9,123,13.7,1,25,,0.8,10.3,1,SampCl00
240,Virgil Seay,2TM,26,WR,14,2,9,111,12.3,1,19,,0.6,7.9,0,SeayVi00
241,Calvin Thomas,CHI,24,RB,16,0,9,39,4.3,0,9,,0.6,2.4,1,ThomCa00
242,George Wonsley,IND,24,RB,14,0,9,47,5.2,0,17,,0.6,3.4,0,WonsGe00
243,Butch Woolfolk,NYG,24,RB,15,8,9,53,5.9,0,13,,0.6,3.5,1,WoolBu00
244,Ray Alexander,DEN,22,WR,8,0,8,132,16.5,1,41,,1,16.5,0,AlexRa00
245,Buster Barnett,BUF,26,TE,16,7,8,67,8.4,0,18,,0.5,4.2,0,BarnBu00
246,Joe Carter,MIA,22,RB,13,2,8,53,6.6,0,15,,0.6,4.1,3,CartJo00
247,Chris Castor,SEA,24,WR,15,0,8,89,11.1,0,21,,0.5,5.9,0,CastCh20
248,Keith Griffin,WAS,23,RB,16,2,8,43,5.4,0,8,,0.5,2.7,7,GrifKe00
249,Harlan Huckleby,GNB,27,RB,16,0,8,65,8.1,0,13,,0.5,4.1,1,HuckHa00
250,Phil McConkey,NYG,27,WR,13,0,8,154,19.3,0,39,,0.6,11.8,2,McCoPh00
251,Junior Miller,NOR,27,TE,15,0,8,81,10.1,1,22,,0.5,5.4,0,MillJu00
252,J.T. Smith,KAN,29,WR,15,0,8,69,8.6,0,16,,0.5,4.6,1,SmitJT00
253,Mike Tice,SEA,25,TE,16,8,8,90,11.3,3,30,,0.5,5.6,0,TiceMi00
254,Clarence Weathers,NWE,22,WR,9,0,8,115,14.4,2,29,,0.9,12.8,0,WeatCl00
255,Mike Barber,RAM,31,TE,11,2,7,42,6,0,11,,0.6,3.8,1,BarbMi01
256,Ed Beckman,KAN,29,TE,13,1,7,44,6.3,1,9,,0.5,3.4,0,BeckEd00
257,Mark Brammer,BUF,26,TE,12,1,7,49,7,0,12,,0.6,4.1,0,BramMa00
258,Wayne Capers,PIT,23,WR,16,0,7,81,11.6,0,19,,0.4,5.1,1,CapeWa00
259,Bruce Davis,CLE,21,WR,14,1,7,119,17,2,43,,0.5,8.5,2,DaviBr22
260,George Farmer,RAM,26,WR,14,0,7,75,10.7,0,23,,0.5,5.4,0,FarmGe00
261,John Frank,SFO,22,TE,15,2,7,60,8.6,1,21,,0.5,4,0,FranJo00
262,Frank Hawkins,RAI,25,RB,16,0,7,51,7.3,0,15,,0.4,3.2,3,HawkFr00
263,Greg Hawthorne,NWE,28,RB,14,1,7,127,18.1,0,26,,0.5,9.1,0,HawtGr00
264,James Jones,DAL,26,RB,9,0,7,57,8.1,1,19,,0.8,6.3,0,JoneJa01
